School,School_Num,Grade,Total_Tested,Proficiency,White%,White_Proficiency%,Asian%,Asian_Proficiency%,Black%,Black_Proficiency%,ELL%,SPED%,FRPL%,FRPL_Proficiency%,NonFRPL%,NonFRPL_Proficiency%,Ranking,Address,Latitude,Longitude,Subject,City
Farnsworth Aerospace Lower,916.0,7.0,206.0,32.52,8.0,0.0,68.0,27.14,11.0,27.27,57.0,9.0,73.0,28.67,73.0,42.86,2,"1290 Arcade St, St Paul, MN 55106",44.98080359999999,-93.0640926,Reading,Minneapolis
Farnsworth Aerospace Upper,1260.0,26.0,618.0,32.36,5.0,0.0,61.0,34.83,18.0,25.23,31.0,13.0,78.0,29.02,78.0,43.88,2,"1000 N Walsh St, St Paul, MN 55106",44.97163700000001,-93.0688803,Reading,Minneapolis
Four Seasons Elementary,1380.0,12.0,225.0,15.11,15.0,12.12,17.0,2.56,42.0,15.96,40.0,16.0,80.0,13.33,80.0,22.22,1,"318 N Moore St, St Paul, MN 55104",44.950436700000004,-93.183536,Reading,Minneapolis
Frost Lake Elementary School,1392.0,12.0,239.0,25.1,7.0,0.0,47.0,26.55,25.0,21.67,51.0,15.0,84.0,24.5,84.0,28.21,1,"1505 Hoyt Ave E, St Paul, MN 55106",44.9885601,-93.0367747,Reading,Minneapolis
Galtier Elementary School,1401.0,12.0,71.0,23.94,18.0,0.0,15.0,0.0,39.0,17.86,27.0,13.0,73.0,13.46,73.0,0.0,1,"1317 Charles Ave, St Paul, MN 55104",44.9578999,-93.15607929999999,Reading,Minneapolis
Groveland Park Elementary,1428.0,12.0,189.0,56.08,44.0,71.43,5.0,0.0,30.0,33.93,14.0,14.0,50.0,34.74,50.0,77.66,4,"2045 St Clair Ave, St Paul, MN 55105",44.9345874,-93.1841441,Reading,Minneapolis
Hamline Elementary School,1446.0,12.0,133.0,33.08,14.0,0.0,10.0,0.0,54.0,22.22,22.0,15.0,71.0,26.6,71.0,48.72,2,"1599 Englewood Ave, St Paul, MN 55104",44.964667999999996,-93.168084,Reading,Minneapolis
Hazel Park Preparatory Academy,2934.0,33.0,438.0,21.69,3.0,0.0,31.0,31.62,46.0,12.94,24.0,16.0,89.0,20.0,89.0,27.08,1,"1140 White Bear Ave, St Paul, MN 55106",44.9755028,-93.023897,Reading,Minneapolis
Highland Park Elementary,1473.0,12.0,197.0,43.15,27.0,75.47,10.0,0.0,48.0,24.47,30.0,7.0,63.0,25.81,63.0,72.6,3,"1700 W Saunders Ave, St Paul, MN 55116",44.9139273,-93.1700434,Reading,Minneapolis
Highland Park Middle School,990.0,21.0,774.0,55.94,40.0,82.58,5.0,50.0,19.0,38.0,11.0,10.0,47.0,31.3,47.0,77.48,4,"975 S, Snelling Ave S, St Paul, MN 55116",44.9114282,-93.1681431,Reading,Minneapolis
Highwood Hills Elementary,1488.0,12.0,113.0,21.24,4.0,0.0,25.0,3.57,53.0,25.0,49.0,16.0,88.0,21.21,88.0,0.0,1,"2188 Londin Ln E, St Paul, MN 55119",44.929363,-93.008086,Reading,Minneapolis
Horace Mann School,1554.0,12.0,196.0,77.55,68.0,85.82,4.0,0.0,10.0,25.0,8.0,12.0,19.0,39.47,19.0,85.44,4,"2001 Eleanor Ave, St Paul, MN 55116",44.921083700000004,-93.185419,Reading,Minneapolis
Humboldt High School,675.0,21.0,461.0,22.56,6.0,17.86,42.0,21.03,27.0,20.33,44.0,15.0,86.0,21.36,86.0,30.16,1,"30 Baker St E, St Paul, MN 55107",44.9259731,-93.08407659999999,Reading,Minneapolis
Jackson Preparatory Elementary,1500.0,12.0,148.0,22.3,1.0,0.0,58.0,29.07,27.0,17.5,53.0,13.0,86.0,18.75,86.0,0.0,1,"437 Edmund Ave W, St Paul, MN 55103",44.958794299999994,-93.11812509999999,Reading,Minneapolis
Jie Ming Mandarin Immersion Academy,1449.0,12.0,80.0,86.25,30.0,0.0,34.0,40.74,4.0,0.0,16.0,1.0,20.0,0.0,20.0,92.19,4,"1845 Sheridan Ave W, St Paul, MN 55116",44.9021561,-93.17898570000001,Reading,Minneapolis
Jj Hill Montessori,1479.0,12.0,153.0,52.94,47.0,66.67,7.0,0.0,26.0,20.0,22.0,12.0,37.0,25.0,37.0,69.07,4,"998 Selby Ave, St Paul, MN 55104",44.9462463,-93.14267729999999,Reading,Minneapolis
John A. Johnson Achievement Plus El.,1245.0,12.0,156.0,19.87,6.0,0.0,26.0,20.0,43.0,17.91,29.0,14.0,89.0,19.42,89.0,0.0,1,"740 York Ave, St Paul, MN 55106",44.96802599999999,-93.06880090000001,Reading,Minneapolis
Linwood Monroe Arts Plus Lower,1020.0,7.0,157.0,36.31,32.0,64.0,27.0,14.29,20.0,16.13,41.0,22.0,69.0,18.35,69.0,77.08,2,"1023 Osceola Ave, St Paul, MN 55105",44.93609230000001,-93.1435396,Reading,Minneapolis
Linwood Monroe Arts Plus Upper,2112.0,26.0,470.0,43.4,28.0,73.85,19.0,23.86,33.0,23.72,29.0,20.0,66.0,27.51,66.0,73.91,3,"810 Palace Ave, St Paul, MN 55102",44.928376799999995,-93.1351524,Reading,Minneapolis
Maxfield Elementary School,1572.0,12.0,124.0,16.94,6.0,0.0,6.0,0.0,69.0,16.47,8.0,19.0,82.0,16.67,82.0,0.0,1,"380 N Victoria St, St Paul, MN 55104",44.95261729999999,-93.135536,Reading,Minneapolis
Murray Middle School,1026.0,21.0,673.0,46.06,36.0,77.08,20.0,31.06,24.0,22.01,17.0,14.0,58.0,30.08,58.0,67.96,4,"2200 Buford Ave, St Paul, MN 55108",44.9844951,-93.1931289,Reading,Minneapolis
Nokomis Montessori North Campus,1599.0,12.0,134.0,38.06,28.0,57.89,49.0,24.24,11.0,0.0,36.0,17.0,60.0,26.25,60.0,55.56,3,"985 Ruth St N, St Paul, MN 55119",44.97086669999999,-93.01563190000002,Reading,Minneapolis
Nokomis Montessori South Campus,1602.0,12.0,115.0,38.26,23.0,11.54,43.0,34.0,13.0,0.0,32.0,17.0,55.0,26.98,55.0,51.92,3,"525 White Bear Ave, St Paul, MN 55106",44.9573338,-93.025938,Reading,Minneapolis
Obama Service Learning Elementary,1734.0,12.0,133.0,16.54,4.0,0.0,8.0,0.0,73.0,15.46,14.0,20.0,88.0,17.09,88.0,0.0,1,"707 Holly Ave, St Paul, MN 55104",44.9436026,-93.1300544,Reading,Minneapolis
Open World Learning Secondary,750.0,21.0,200.0,64.0,54.0,76.85,12.0,30.43,10.0,10.53,6.0,14.0,31.0,37.1,31.0,76.09,4,"640 Humboldt Ave, St Paul, MN 55107",44.9266188,-93.0844681,Reading,Minneapolis
Parkway Montessori/Community Middle,1032.0,21.0,423.0,29.55,14.0,51.72,45.0,31.75,22.0,14.74,24.0,21.0,76.0,27.24,76.0,37.0,1,"1363 Bush Ave, St Paul, MN 55106",44.9654834,-93.0428322,Reading,Minneapolis
Paul & Sheila Wellstone Elementary,1656.0,12.0,261.0,26.05,4.0,0.0,18.0,28.26,20.0,17.31,54.0,18.0,85.0,20.81,85.0,55.0,1,"1041 Marion St, St Paul, MN 55117",44.9728563,-93.1104994,Reading,Minneapolis
Phalen Lake Hmong Studies Magnet,1623.0,12.0,287.0,32.75,1.0,0.0,86.0,31.05,3.0,0.0,66.0,7.0,83.0,31.65,83.0,38.0,2,"1089 N Cypress St, St Paul, MN 55106",44.9738608,-93.0593449,Reading,Minneapolis
Ramsey Middle School,1035.0,21.0,531.0,38.79,25.0,74.81,15.0,37.66,44.0,16.81,10.0,12.0,63.0,22.55,63.0,67.01,3,"1700 Summit Ave, St Paul, MN 55105",44.940839700000005,-93.1722396,Reading,Minneapolis
Randolph Heights Elementary,1635.0,12.0,214.0,76.64,64.0,83.94,7.0,0.0,13.0,22.22,9.0,6.0,32.0,54.41,32.0,86.99,4,"348 Hamline Ave S, St Paul, MN 55105",44.9310863,-93.1559271,Reading,Minneapolis
Riverview West School Of Excellence,1653.0,12.0,169.0,18.93,6.0,0.0,4.0,0.0,22.0,26.32,46.0,11.0,75.0,18.11,75.0,21.43,1,"160 Isabel St E, St Paul, MN 55107",44.9328031,-93.0767957,Reading,Minneapolis
Saint Paul Music Academy,1674.0,12.0,308.0,31.82,5.0,0.0,55.0,32.35,22.0,29.41,54.0,19.0,90.0,29.6,90.0,38.71,2,"27 Geranium Ave E, St Paul, MN 55117",44.97604159999999,-93.1001936,Reading,Minneapolis
St. Anthony Park Elementary,1671.0,12.0,239.0,67.36,60.0,81.25,10.0,0.0,12.0,13.79,14.0,14.0,26.0,37.1,26.0,77.97,4,"2180 Knapp St, St Paul, MN 55108",44.9780331,-93.1917562,Reading,Minneapolis
The Heights Community School,1464.0,12.0,218.0,23.85,9.0,0.0,36.0,32.91,28.0,9.68,35.0,14.0,70.0,20.39,70.0,31.82,1,"1863 Clear Ave E, St Paul, MN 55119",44.9823881,-93.0209262,Reading,Minneapolis
Washington Tech Secondary Magnet,756.0,21.0,961.0,28.1,5.0,46.94,51.0,31.1,27.0,21.97,38.0,14.0,88.0,25.92,88.0,43.33,1,"1495 Rice St, St Paul, MN 55117",44.987036700000004,-93.1113717,Reading,Minneapolis
Anishinabe Academy,225.0,5.0,36.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,94.0,8.82,94.0,0.0,1,"3100 E 28th St, Minneapolis, MN 55406",44.952659000000004,-93.22647070000001,Science,Minneapolis
Armatage Elementary,103.0,5.0,92.0,76.09,72.0,87.88,1.0,0.0,17.0,25.0,7.0,10.0,23.0,33.33,23.0,88.73,4,"2501 W 56th St, Minneapolis, MN 55410",44.901004,-93.311387,Science,Minneapolis
Bancroft Elementary,105.0,5.0,70.0,30.0,14.0,60.0,1.0,0.0,47.0,18.18,24.0,21.0,84.0,25.42,84.0,54.55,1,"1315 E 38th St, Minneapolis, MN 55407",44.9337991,-93.2555732,Science,Minneapolis
Bethune Elementary,107.0,5.0,46.0,2.17,2.0,0.0,4.0,0.0,85.0,2.56,2.0,39.0,91.0,2.38,91.0,0.0,1,"919 Emerson Ave N, Minneapolis, MN 55411",44.987648799999995,-93.29531870000001,Science,Minneapolis
Bryn Mawr Elementary,249.0,5.0,51.0,7.84,10.0,0.0,25.0,0.0,55.0,10.71,10.0,24.0,82.0,7.14,82.0,0.0,1,"252 Upton Ave S, Minneapolis, MN 55405",44.973970200000004,-93.3169914,Science,Minneapolis
Burroughs Elementary,110.0,5.0,118.0,80.51,82.0,85.57,3.0,0.0,8.0,40.0,2.0,8.0,7.0,0.0,7.0,84.55,4,"1601 W 50th St, Minneapolis, MN 55419",44.91170090000001,-93.3004194,Science,Minneapolis
Cityview Community,293.0,5.0,28.0,10.71,0.0,0.0,7.0,0.0,86.0,8.33,14.0,11.0,93.0,11.54,93.0,0.0,1,"3350 N 4th St, Minneapolis, MN 55412",45.01605439999999,-93.2839668,Science,Minneapolis
Dowling Elementary,180.0,5.0,81.0,61.73,51.0,87.8,1.0,0.0,38.0,32.26,11.0,11.0,53.0,34.88,53.0,92.11,4,"3900 W River Pkwy, Minneapolis, MN 55406",44.932331500000004,-93.20396540000002,Science,Minneapolis
Emerson Elementary,260.0,5.0,75.0,25.33,17.0,69.23,3.0,0.0,7.0,0.0,39.0,5.0,73.0,14.55,73.0,55.0,1,"1421 Spruce Pl, Minneapolis, MN 55403",44.968248100000004,-93.2804579,Science,Minneapolis
Green Central Park Elementary,256.0,5.0,47.0,27.66,4.0,0.0,4.0,0.0,28.0,15.38,43.0,13.0,94.0,29.55,94.0,0.0,1,"3416 4th Ave S, Minneapolis, MN 55408",44.94002529999999,-93.2710938,Science,Minneapolis
Hall International,287.0,5.0,23.0,8.7,9.0,0.0,0.0,0.0,74.0,5.88,9.0,30.0,100.0,8.7,100.0,0.0,1,"1601 Aldrich Ave N, Minneapolis, MN 55411",44.9958245,-93.28994,Science,Minneapolis
Howe Elementary,132.0,5.0,66.0,69.7,59.0,87.18,2.0,0.0,9.0,0.0,9.0,15.0,38.0,44.0,38.0,85.37,4,"3733 43rd Ave S, Minneapolis, MN 55406",44.9348426,-93.2108858,Science,Minneapolis
Jenny Lind Elementary,151.0,5.0,67.0,20.9,4.0,0.0,10.0,0.0,69.0,15.22,12.0,30.0,91.0,18.03,91.0,0.0,1,"5025 Bryant Ave N, Minneapolis, MN 55430",45.0466854,-93.2923106,Science,Minneapolis
Kenny Elementary,135.0,5.0,78.0,61.54,65.0,74.51,10.0,0.0,12.0,0.0,5.0,17.0,29.0,34.78,29.0,72.73,4,"5720 Emerson Ave S, Minneapolis, MN 55419",44.899005700000004,-93.29554370000001,Science,Minneapolis
Kenwood Elementary,136.0,5.0,57.0,49.12,77.0,54.55,0.0,0.0,18.0,20.0,4.0,16.0,21.0,8.33,21.0,60.0,3,"2013 Penn Ave S, Minneapolis, MN 55405",44.9621638,-93.30775190000001,Science,Minneapolis
Loring Elementary,140.0,5.0,60.0,23.33,18.0,81.82,13.0,0.0,47.0,14.29,15.0,17.0,65.0,10.26,65.0,47.62,1,"2600 N 44th Ave, Minneapolis, MN 55412",45.0359989,-93.3135523,Science,Minneapolis
Lucy Laney @ Cleveland Park Elem.,282.0,5.0,67.0,17.91,3.0,0.0,0.0,0.0,91.0,16.39,0.0,18.0,90.0,15.0,90.0,0.0,1,"3333 Penn Ave N, Minneapolis, MN 55412",45.015994,-93.3088641,Science,Minneapolis
Lyndale Elementary,144.0,5.0,85.0,31.76,29.0,72.0,1.0,0.0,59.0,14.0,31.0,16.0,59.0,10.0,59.0,62.86,1,"312 W 34th St, Minneapolis, MN 55408",44.9417057,-93.283671,Science,Minneapolis
Nellie Stone Johnson Elementary,288.0,5.0,60.0,33.33,0.0,0.0,0.0,0.0,43.0,15.38,28.0,15.0,95.0,33.33,95.0,0.0,2,"807 N 27th Ave, Minneapolis, MN 55411",45.0070463,-93.2902821,Science,Minneapolis
Northrop Elementary,152.0,5.0,81.0,72.84,73.0,84.75,2.0,0.0,6.0,0.0,7.0,19.0,27.0,50.0,27.0,81.36,4,"4315 S 31st Ave, Minneapolis, MN 55406",44.924452,-93.22654920000001,Science,Minneapolis
Pillsbury Elementary,155.0,5.0,44.0,27.27,20.0,0.0,2.0,0.0,41.0,27.78,34.0,14.0,82.0,19.44,82.0,0.0,1,"2250 NE Garfield St, Minneapolis, MN 55418",45.010763399999995,-93.2340772,Science,Minneapolis
Pratt Elementary,156.0,5.0,40.0,17.5,25.0,60.0,5.0,0.0,52.0,4.76,18.0,10.0,75.0,3.33,75.0,60.0,1,"66 Malcolm Ave SE, Minneapolis, MN 55414",44.9690028,-93.214034,Science,Minneapolis
Sheridan Elementary,161.0,5.0,38.0,28.95,11.0,0.0,0.0,0.0,53.0,25.0,16.0,29.0,84.0,25.0,84.0,0.0,1,"1201 University Ave NE, Minneapolis, MN 55413",44.9991024,-93.2620418,Science,Minneapolis
Waite Park Elementary,165.0,5.0,64.0,59.38,56.0,83.33,2.0,0.0,22.0,35.71,11.0,11.0,48.0,45.16,48.0,72.73,4,"1800 34th Ave NE, Minneapolis, MN 55418",45.0301072,-93.2345818,Science,Minneapolis
Webster Elementary,215.0,5.0,24.0,33.33,54.0,53.85,4.0,0.0,33.0,0.0,8.0,29.0,62.0,20.0,62.0,0.0,2,"425 5th St NE, Minneapolis, MN 55413",44.9943824,-93.2562151,Science,Minneapolis
Whittier International,289.0,5.0,79.0,21.52,18.0,71.43,4.0,0.0,43.0,2.94,35.0,11.0,73.0,10.34,73.0,52.38,1,"315 W 26th St, Minneapolis, MN 55404",44.9547488,-93.2839143,Science,Minneapolis
Windom School,170.0,5.0,78.0,44.87,35.0,92.59,1.0,0.0,5.0,0.0,28.0,13.0,44.0,14.71,44.0,68.18,3,"5821 Wentworth Ave, Minneapolis, MN 55419",44.896914,-93.280074,Science,Minneapolis
Andersen Community,380.0,13.0,184.0,8.7,3.0,0.0,1.0,0.0,27.0,2.04,57.0,16.0,95.0,8.62,95.0,0.0,1,"1098 Andersen Ln, Minneapolis, MN 55407",44.9533496,-93.25867690000001,Science,Minneapolis
Anthony Middle School,300.0,8.0,247.0,45.34,52.0,65.62,3.0,0.0,30.0,14.67,14.0,15.0,40.0,21.21,40.0,61.49,4,"5757 Irving Ave S, Minneapolis, MN 55419",44.89846199999999,-93.29895100000002,Science,Minneapolis
Anwatin Middle Com & Spanish D I,309.0,8.0,125.0,16.0,15.0,57.89,10.0,16.67,25.0,3.23,27.0,14.0,64.0,5.0,64.0,35.56,1,"256 Upton Ave S, Minneapolis, MN 55405",44.973612100000004,-93.31647020000001,Science,Minneapolis
Barton Open Elementary,212.0,13.0,153.0,49.02,53.0,72.84,3.0,0.0,35.0,18.87,16.0,8.0,40.0,19.67,40.0,68.48,4,"4237 Colfax Ave S, Minneapolis, MN 55409",44.92545399999999,-93.2912189,Science,Minneapolis
Field Community,238.0,13.0,260.0,63.46,74.0,75.65,3.0,0.0,12.0,13.33,3.0,12.0,18.0,15.22,18.0,73.83,4,"4645 4th Ave S, Minneapolis, MN 55419",44.9184848,-93.26983620000001,Science,Minneapolis
Folwell Arts Magnet,350.0,13.0,195.0,16.41,10.0,47.37,2.0,0.0,24.0,4.26,35.0,17.0,86.0,10.71,86.0,51.85,1,"3611 20th Ave S, Minneapolis, MN 55407",44.9373319,-93.2428068,Science,Minneapolis
Franklin Middle School,327.0,8.0,111.0,6.31,4.0,0.0,3.0,0.0,71.0,6.33,14.0,32.0,88.0,6.12,88.0,7.69,1,"1501 Aldrich Ave N, Minneapolis, MN 55412",44.9939916,-93.29028220000001,Science,Minneapolis
Heritage Stem Academy,390.0,8.0,24.0,4.17,0.0,0.0,0.0,0.0,100.0,4.17,75.0,4.0,96.0,4.35,96.0,0.0,1,"1042 18th Ave SE, Minneapolis, MN 55414",44.988997600000005,-93.226216,Science,Minneapolis
Hmong International Academy,582.0,13.0,91.0,12.09,1.0,0.0,43.0,15.38,47.0,9.3,51.0,13.0,91.0,13.25,91.0,0.0,1,"1501 N 30th Ave, Minneapolis, MN 55411",45.01060469999999,-93.2984375,Science,Minneapolis
Jefferson Elementary,358.0,13.0,95.0,12.63,2.0,0.0,1.0,0.0,39.0,10.81,45.0,26.0,93.0,12.5,93.0,0.0,1,"11331 Jefferson St NE, Blaine, MN 55434",45.176969,-93.25401590000001,Science,Minneapolis
Justice Page Middle School,323.0,8.0,270.0,59.26,53.0,81.69,5.0,64.29,24.0,33.85,16.0,13.0,42.0,31.86,42.0,78.98,4,"1 W 49th St, Minneapolis, MN 55419",44.9132658,-93.2789541,Science,Minneapolis
Lake Harriet Upper School,242.0,13.0,243.0,72.84,86.0,75.12,4.0,0.0,4.0,0.0,2.0,7.0,7.0,29.41,7.0,73.89,4,"4912 Vincent Ave S, Minneapolis, MN 55410",44.91355679999999,-93.3169375,Science,Minneapolis
Lk Nokomis Comm-Keewaydin Campus,268.0,13.0,137.0,38.69,53.0,58.9,3.0,0.0,19.0,3.85,8.0,15.0,50.0,15.94,50.0,61.76,3,"5209 30th Ave S, Minneapolis, MN 55417",44.908198299999995,-93.2289051,Science,Minneapolis
Marcy Open Elementary,452.0,13.0,146.0,38.36,42.0,63.93,3.0,0.0,40.0,11.86,16.0,15.0,60.0,19.54,60.0,66.1,3,"415 4th Ave SE, Minneapolis, MN 55414",44.9866816,-93.2498215,Science,Minneapolis
Mpls_District_All,0.0,13.0,4803.0,37.27,37.0,71.3,4.0,36.32,34.0,13.41,20.0,15.0,58.0,16.3,58.0,66.06,3,,,,Science,Minneapolis
Northeast Middle,316.0,8.0,152.0,17.11,20.0,35.48,4.0,0.0,47.0,12.5,20.0,19.0,71.0,12.96,71.0,27.27,1,"2955 Hayes St NE, Minneapolis, MN 55418",45.0214943,-93.2343793,Science,Minneapolis
Olson Middle,318.0,8.0,115.0,19.13,11.0,53.85,11.0,23.08,57.0,16.67,14.0,23.0,80.0,15.22,80.0,34.78,1,"1607 51st Ave N, Minneapolis, MN 55430",45.046521999999996,-93.3010377,Science,Minneapolis
Sanford Middle,324.0,8.0,306.0,34.64,41.0,57.14,4.0,38.46,26.0,16.46,17.0,16.0,57.0,18.86,57.0,55.73,3,"3524 42nd Ave S, Minneapolis, MN 55406",44.938672499999996,-93.2133587,Science,Minneapolis
Seward Elementary,320.0,13.0,177.0,29.38,39.0,63.77,2.0,0.0,50.0,3.37,23.0,6.0,58.0,6.8,58.0,60.81,2,"2309 S 28th Ave, Minneapolis, MN 55406",44.9600905,-93.2309804,Science,Minneapolis
Sullivan Elementary,386.0,13.0,96.0,10.42,1.0,0.0,0.0,0.0,90.0,9.3,59.0,14.0,96.0,10.87,96.0,0.0,1,"3100 E 28th St, Minneapolis, MN 55406",44.952659000000004,-93.22647070000001,Science,Minneapolis
