X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2688599814128,44.978707242833,0004XX MARQUETTE AVE ,MP202112689         ,1     ,2021/01/18 00:00:00+00,2053,2021/01/18 00:00:00+00,2021/01/18 20:53:00+00,2050,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/19 00:00:00+00,17246,-93.26886327,44.97871306,-10382642,5618170,Downtown West,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,873
-93.2425034109767,44.9618465189274,0020XX 21ST AVE S,MP202112711         ,3     ,2021/01/18 00:00:00+00,2200,2021/01/18 00:00:00+00,2021/01/18 22:00:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,17792,-93.24250565,44.96184911,-10379708,5615517,Seward,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,874
-93.2892786878208,45.0140014669656,0032XX ALDRICH AVE N,MP202112756         ,4     ,2021/01/19 00:00:00+00,33,2021/01/18 00:00:00+00,2021/01/19 00:33:00+00,1930,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,10484,-93.28928446,45.01400771,-10384915,5623726,McKinley,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,875
-93.2854249152519,44.9891084659085,0011XX 5TH ST N,MP202112815         ,1     ,2021/01/19 00:00:00+00,105,2021/01/19 00:00:00+00,2021/01/19 01:05:00+00,10,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,16291,-93.28543072,44.98911028,-10384486,5619807,North Loop,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,876
-93.3124642053039,44.9006601882011,0056XX SHERIDAN AVE S,MP202112826         ,5     ,2021/01/19 00:00:00+00,152,2021/01/19 00:00:00+00,2021/01/19 01:52:00+00,30,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/19 00:00:00+00,13975,-93.31246516,44.90066293,-10387496,5605896,Armatage,2021/01/20 00:00:00+00,2021/01/21 07:00:56+00,877
-93.2206833327254,44.9731595759005,0025XX UNIVERSITY AVE SE,MP202112830         ,2     ,2021/01/19 00:00:00+00,252,2021/01/19 00:00:00+00,2021/01/19 02:52:00+00,108,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/19 00:00:00+00,13450,-93.22068468,44.97316017,-10377279,5617297,Prospect Park - East River Road,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,878
-93.252501660089,44.9483632719695,,MP202112918         ,3     ,2021/01/19 00:00:00+00,600,2021/01/19 00:00:00+00,2021/01/19 06:00:00+00,200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,,-93.2525,44.94837,-10380821,5613396,East Phillips,2021/01/27 00:00:00+00,2021/01/28 07:02:13+00,879
-93.3137308298545,44.9006665512527,0056XX THOMAS AVE S,MP202112925         ,5     ,2021/01/19 00:00:00+00,1022,2021/01/18 00:00:00+00,2021/01/19 10:22:00+00,2230,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/19 00:00:00+00,13977,-93.31373611,44.90067287,-10387637,5605897,Armatage,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,880
-93.2907878574981,44.933159830058,0038XX BRYANT AVE S,MP202112930         ,5     ,2021/01/19 00:00:00+00,744,2021/01/15 00:00:00+00,2021/01/19 07:44:00+00,815,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/19 00:00:00+00,11812,-93.29079425,44.93316323,-10385083,5611005,East Harriet,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,881
-93.2511721534684,44.9546380483156,0026XX 16TH AVE S,MP202112938         ,3     ,2021/01/19 00:00:00+00,727,2021/01/18 00:00:00+00,2021/01/19 07:27:00+00,2300,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,19488,-93.25118066,44.95464048,-10380673,5614383,East Phillips,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,882
-93.225004229242,44.9483632719695,0032XX LAKE ST E,MP202112949         ,3     ,2021/01/19 00:00:00+00,900,2021/01/18 00:00:00+00,2021/01/19 09:00:00+00,1800,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,14409,-93.22500663,44.94836922,-10377760,5613396,Longfellow,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,883
-93.2831970933473,44.8987512409231,0057XX PLEASANT AVE ,MP202112968         ,5     ,2021/01/19 00:00:00+00,842,2021/01/19 00:00:00+00,2021/01/19 08:42:00+00,835,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,12849,-93.28319948,44.89875625,-10384238,5605596,Windom,2021/01/20 00:00:00+00,2021/01/21 07:00:56+00,884
-93.2907878574981,44.933159830058,0038XX BRYANT AVE S,MP202112975         ,5     ,2021/01/19 00:00:00+00,915,2021/01/18 00:00:00+00,2021/01/19 09:15:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/19 00:00:00+00,11812,-93.29079425,44.93316323,-10385083,5611005,East Harriet,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,885
-93.2550169428845,44.9510016860325,0028XX 14TH AVE S,MP202113015         ,3     ,2021/01/19 00:00:00+00,1105,2021/01/17 00:00:00+00,2021/01/19 11:05:00+00,2130,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/19 00:00:00+00,16883,-93.25502157,44.95100647,-10381101,5613811,Midtown Phillips,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,886
-93.301316112628,44.9914908872646,0016XX PLYMOUTH AVE N,MP202113132         ,4     ,2021/01/19 00:00:00+00,1506,2021/01/19 00:00:00+00,2021/01/19 15:06:00+00,1506,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/19 00:00:00+00,15849,-93.30132342,44.99149664,-10386255,5620182,Near - North,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,887
-93.2193807755635,44.9713420104545,,MP2021700361        ,2     ,2021/01/17 00:00:00+00,2346,2021/01/16 00:00:00+00,2021/01/17 23:46:00+00,1901,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/18 00:00:00+00,,-93.21939,44.97135,-10377134,5617011,Prospect Park - East River Road,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,888
-93.2776904206557,44.9738903989158,00002X 11TH ST S,MP2021700371        ,1     ,2021/01/18 00:00:00+00,1757,2021/01/18 00:00:00+00,2021/01/18 17:57:00+00,1330,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/19 00:00:00+00,22439,-93.2776968,44.97389074,-10383625,5617412,Downtown West,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,889
-93.2414254326358,44.9814522815741,0010XX UNIVERSITY AVE SE,MP2021700372        ,2     ,2021/01/18 00:00:00+00,2208,2021/01/14 00:00:00+00,2021/01/18 22:08:00+00,2200,THEFT   ,OTHER THEFT                   ,07 ,2021/01/19 00:00:00+00,17721,-93.24143329,44.98145779,-10379588,5618602,Marcy Holmes,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,890
-93.2140178333173,44.9224622320331,0044XX 41ST AVE S,MP2021700374        ,3     ,2021/01/19 00:00:00+00,755,2021/01/19 00:00:00+00,2021/01/19 07:55:00+00,550,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/19 00:00:00+00,13041,-93.21402452,44.92246328,-10376537,5609323,Hiawatha,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,891
-93.2651229898308,44.9206176172181,0045XX PARK AVE ,MP2021700378        ,3     ,2021/01/19 00:00:00+00,926,2021/01/17 00:00:00+00,2021/01/19 09:26:00+00,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/19 00:00:00+00,14106,-93.26513017,44.92062331,-10382226,5609033,Regina,2021/01/20 00:00:00+00,2021/01/21 07:00:56+00,892
-93.3252831644083,44.9608358620249,,MP2021700379        ,4     ,2021/01/19 00:00:00+00,949,2021/01/16 00:00:00+00,2021/01/19 09:49:00+00,1515,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/19 00:00:00+00,,-93.32529,44.96084,-10388923,5615358,Bryn - Mawr,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,893
-93.3146201619858,45.0195642311229,0035XX UPTON AVE N,MP2021700380        ,4     ,2021/01/19 00:00:00+00,1006,2021/01/17 00:00:00+00,2021/01/19 10:06:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/19 00:00:00+00,10493,-93.31462313,45.0195682,-10387736,5624602,Cleveland,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,894
-93.2944350175516,44.9509889710748,0028XX EMERSON AVE S,MP2021700382        ,5     ,2021/01/19 00:00:00+00,1125,2021/01/18 00:00:00+00,2021/01/19 11:25:00+00,1710,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/19 00:00:00+00,17314,-93.29443595,44.95098959,-10385489,5613809,Lowry Hill East,2021/01/20 00:00:00+00,2021/01/21 07:00:56+00,895
-93.2089603182677,44.9645860087926,,MP20218738          ,2     ,2021/01/13 00:00:00+00,1200,2021/01/13 00:00:00+00,2021/01/13 12:00:00+00,30,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/14 00:00:00+00,,-93.20897,44.96459,-10375974,5615948,Prospect Park - East River Road,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,896
-93.2968425025131,45.0176592357488,0034XX GIRARD AVE N,MP20219888          ,4     ,2021/01/14 00:00:00+00,2228,2021/01/14 00:00:00+00,2021/01/14 22:28:00+00,2228,MURDR   ,MURDER (GENERAL)              ,01 ,2021/01/15 00:00:00+00,19934,-93.29685009,45.01766506,-10385757,5624302,Folwell,2021/01/19 00:00:00+00,2021/01/20 07:00:39+00,897
-93.2932222919181,45.032497473518,0042XX DUPONT AVE N,MP202110110         ,4     ,2021/01/15 00:00:00+00,936,2021/01/15 00:00:00+00,2021/01/15 09:36:00+00,936,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,18726,-93.29322627,45.032503,-10385354,5626639,Webber - Camden,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,898
-93.2569842533567,45.0069265776363,0018XX WASHINGTON ST NE,MP202113676         ,2     ,2021/01/20 00:00:00+00,1200,2021/01/05 00:00:00+00,2021/01/20 12:00:00+00,1200,THFTSW  ,THEFT BY SWINDLE              ,07 ,2021/01/22 00:00:00+00,15293,-93.25698871,45.00693263,-10381320,5622612,Logan Park,2021/01/27 00:00:00+00,2021/01/28 07:02:13+00,899
-93.2797206131978,44.9413375057771,,MP202114036         ,5     ,2021/01/20 00:00:00+00,2233,2021/01/20 00:00:00+00,2021/01/20 22:33:00+00,2227,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/01/21 00:00:00+00,,-93.27973,44.94134,-10383851,5612291,Lyndale,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,900
-93.2247886335739,44.9736044258016,0009XX WASHINGTON AVE SE,MP202114162         ,2     ,2021/01/21 00:00:00+00,527,2021/01/21 00:00:00+00,2021/01/21 05:27:00+00,527,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/22 00:00:00+00,22801,-93.22479655,44.97360851,-10377736,5617367,Prospect Park - East River Road,2021/01/25 00:00:00+00,2021/01/27 07:00:40+00,901
-93.3031935915718,45.0213294702582,0036XX LOGAN AVE N,MP202114181         ,4     ,2021/01/21 00:00:00+00,553,2021/01/21 00:00:00+00,2021/01/21 05:53:00+00,553,THEFT   ,OTHER THEFT                   ,07 ,2021/01/22 00:00:00+00,10343,-93.30319758,45.02132969,-10386464,5624880,Folwell,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,902
-93.2927911005817,45.0502259321727,0052XX COLFAX AVE N,MP202114188         ,4     ,2021/01/21 00:00:00+00,512,2021/01/21 00:00:00+00,2021/01/21 05:12:00+00,512,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/22 00:00:00+00,22106,-93.29279455,45.05022719,-10385306,5629432,Lind - Bohanon,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,903
-93.2473902461223,44.9447392284578,,MP202114210         ,3     ,2021/01/21 00:00:00+00,844,2021/01/20 00:00:00+00,2021/01/21 08:44:00+00,2150,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/22 00:00:00+00,,-93.2474,44.94474,-10380252,5612826,Corcoran,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,904
-93.2455666660956,44.9830979709512,0007XX UNIVERSITY AVE SE,MP202114237         ,2     ,2021/01/21 00:00:00+00,1014,2021/01/21 00:00:00+00,2021/01/21 10:14:00+00,902,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/22 00:00:00+00,17978,-93.24557297,44.98309944,-10380049,5618861,Marcy Holmes,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,905
-93.2664075806871,44.9546316912399,0026XX OAKLAND AVE ,MP202114248         ,3     ,2021/01/21 00:00:00+00,948,2021/01/20 00:00:00+00,2021/01/21 09:48:00+00,1500,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,15522,-93.26640769,44.95463654,-10382369,5614382,Phillips West,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,906
-93.2855955951559,44.9403900742293,0034XX HARRIET AVE ,MP202114273         ,5     ,2021/01/21 00:00:00+00,1100,2021/01/18 00:00:00+00,2021/01/21 11:00:00+00,1800,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,11705,-93.28560215,44.94039187,-10384505,5612142,Lyndale,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,907
-93.2554211847623,44.9645415169628,0018XX 14TH AVE S,MP202114307         ,3     ,2021/01/21 00:00:00+00,1130,2021/01/21 00:00:00+00,2021/01/21 11:30:00+00,800,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,21252,-93.25542523,44.96454265,-10381146,5615941,Ventura Village,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,908
-93.229873098082,44.9582678235185,0024XX 29TH AVE S,MP202114321         ,3     ,2021/01/21 00:00:00+00,1217,2021/01/21 00:00:00+00,2021/01/21 12:17:00+00,1145,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,17455,-93.22987677,44.95827311,-10378302,5614954,Seward,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,909
-93.2480370331269,44.9465576367843,0018XX 31ST ST E,MP202114357         ,3     ,2021/01/21 00:00:00+00,1255,2021/01/21 00:00:00+00,2021/01/21 12:55:00+00,1230,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,21724,-93.24804518,44.9465593,-10380324,5613112,Powderhorn Park,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,910
-93.2269176407972,44.9960203912579,0006XX STINSON BLVD NE,MP202114420         ,2     ,2021/01/21 00:00:00+00,1535,2021/01/21 00:00:00+00,2021/01/21 15:35:00+00,742,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,17966,-93.22692204,44.9960255,-10377973,5620895,Mid - City Industrial,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,911
-93.2765495602448,44.9582551101706,0024XX 1ST AVE S,MP202114425         ,5     ,2021/01/21 00:00:00+00,1703,2021/01/21 00:00:00+00,2021/01/21 17:03:00+00,1505,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/01/22 00:00:00+00,20691,-93.27655747,44.95825799,-10383498,5614952,Whittier,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,912
-93.2701625385747,44.9368545540592,0036XX 4TH AVE S,MP202114437         ,3     ,2021/01/21 00:00:00+00,1525,2021/01/16 00:00:00+00,2021/01/21 15:25:00+00,1000,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,12373,-93.27016446,44.93686085,-10382787,5611586,Central,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,913
-93.2887307154975,44.9483569141988,0007XX LAKE ST W,MP202114452         ,5     ,2021/01/21 00:00:00+00,1647,2021/01/16 00:00:00+00,2021/01/21 16:47:00+00,1900,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/22 00:00:00+00,16086,-93.28873705,44.94836293,-10384854,5613395,Lowry Hill East,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,914
-93.3018910344098,45.0006638729089,0020XX JAMES AVE N,MP202114453         ,4     ,2021/01/21 00:00:00+00,1126,2021/01/20 00:00:00+00,2021/01/21 11:26:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/22 00:00:00+00,14905,-93.30189311,45.00066415,-10386319,5621626,Jordan,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,915
-93.2498606131536,44.9591323245621,,MP202114546         ,3     ,2021/01/21 00:00:00+00,1849,2021/01/20 00:00:00+00,2021/01/21 18:49:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,,-93.24986,44.95913,-10380527,5615090,East Phillips,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,916
-93.2741330921305,44.9169600161632,0047XX 2ND AVE S,MP202114547         ,3     ,2021/01/21 00:00:00+00,1830,2021/01/21 00:00:00+00,2021/01/21 18:30:00+00,1825,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/01/22 00:00:00+00,12795,-93.27413649,44.9169636,-10383229,5608458,Field,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,917
-93.2714920451952,44.956424358676,0025XX CLINTON AVE ,MP202114581         ,5     ,2021/01/21 00:00:00+00,2117,2021/01/21 00:00:00+00,2021/01/21 21:17:00+00,2007,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/01/22 00:00:00+00,21239,-93.27149314,44.95642768,-10382935,5614664,Whittier,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,918
-93.2600924242398,44.9456357236777,0031XX 10TH AVE S,MP202114590         ,3     ,2021/01/21 00:00:00+00,2147,2021/01/21 00:00:00+00,2021/01/21 21:47:00+00,1916,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/01/22 00:00:00+00,11220,-93.26009408,44.94563808,-10381666,5612967,Powderhorn Park,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,919
-93.2430603664529,44.9885620833179,0006XX 8TH ST SE,MP202114614         ,2     ,2021/01/21 00:00:00+00,1928,2021/01/21 00:00:00+00,2021/01/21 19:28:00+00,1925,ROBBIZ  ,ROBBERY OF BUSINESS           ,04 ,2021/01/22 00:00:00+00,14839,-93.24306912,44.98856409,-10379770,5619721,Marcy Holmes,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,920
-93.2813735133206,44.9438427192375,0032XX PILLSBURY AVE ,MP202114734         ,5     ,2021/01/21 00:00:00+00,2144,2021/01/21 00:00:00+00,2021/01/21 21:44:00+00,2144,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/01/22 00:00:00+00,19942,-93.28137955,44.94384622,-10384035,5612685,Lyndale,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,921
-93.2857123761428,45.014903230275,0004XX 33RD AVE N,MP202114742         ,4     ,2021/01/22 00:00:00+00,235,2021/01/21 00:00:00+00,2021/01/22 02:35:00+00,2202,MURDR   ,MURDER (GENERAL)              ,01 ,2021/01/22 00:00:00+00,22813,-93.28571537,45.01490369,-10384518,5623868,McKinley,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,922
-93.2766304086204,44.9404409434344,0034XX 1ST AVE S,MP202114826         ,5     ,2021/01/22 00:00:00+00,22,2021/01/22 00:00:00+00,2021/01/22 00:22:00+00,22,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2021/01/22 00:00:00+00,15410,-93.27663397,44.94044624,-10383507,5612150,Lyndale,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,923
-93.2303761546411,44.9872088109885,0009XX 15TH AVE SE,MP202114830         ,2     ,2021/01/22 00:00:00+00,354,2021/01/22 00:00:00+00,2021/01/22 03:54:00+00,45,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/22 00:00:00+00,19119,-93.23038029,44.98720981,-10378358,5619508,Como,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,924
-93.2688599814128,44.978707242833,0004XX MARQUETTE AVE ,MP202114870         ,1     ,2021/01/22 00:00:00+00,421,2021/01/22 00:00:00+00,2021/01/22 04:21:00+00,236,CSCR    ,CSC - RAPE                    ,03 ,2021/01/22 00:00:00+00,17246,-93.26886327,44.97871306,-10382642,5618170,Downtown West,2021/01/26 00:00:00+00,2021/01/27 07:00:40+00,925
-93.3094907817135,44.9996793083725,0020XX QUEEN AVE N,MP202114886         ,4     ,2021/01/22 00:00:00+00,951,2021/01/22 00:00:00+00,2021/01/22 09:51:00+00,357,MURDR   ,MURDER (GENERAL)              ,01 ,2021/01/22 00:00:00+00,22261,-93.30949217,44.99968295,-10387165,5621471,Willard - Hay,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,926
-93.2677909862247,44.8934058513688,0060XX PORTLAND AVE ,MP202114895         ,3     ,2021/01/22 00:00:00+00,520,2021/01/22 00:00:00+00,2021/01/22 05:20:00+00,500,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,17711,-93.2677992,44.89340968,-10382523,5604756,Diamond Lake,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,927
-93.2943272197176,45.0158367308551,0033XX EMERSON AVE N,MP202114897         ,4     ,2021/01/22 00:00:00+00,503,2021/01/22 00:00:00+00,2021/01/22 05:03:00+00,503,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/22 00:00:00+00,19818,-93.29433053,45.01583896,-10385477,5624015,Folwell,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,928
-93.2740252942965,44.933229784011,0038XX 2ND AVE S,MP202114915         ,3     ,2021/01/22 00:00:00+00,641,2021/01/22 00:00:00+00,2021/01/22 06:41:00+00,640,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,19723,-93.27402618,44.93323085,-10383217,5611016,Bryant,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,929
-93.2268996744915,44.9978371744457,0007XX STINSON BLVD NE,MP202114929         ,2     ,2021/01/22 00:00:00+00,811,2021/01/21 00:00:00+00,2021/01/22 08:11:00+00,2100,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/22 00:00:00+00,17965,-93.22690814,44.9978386,-10377971,5621181,Mid - City Industrial,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,930
-93.2498875626122,44.9564307155531,0025XX 17TH AVE S,MP202114931         ,3     ,2021/01/22 00:00:00+00,829,2021/01/22 00:00:00+00,2021/01/22 08:29:00+00,815,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,19489,-93.24988942,44.95643511,-10380530,5614665,East Phillips,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,931
-93.2479382184456,44.9197080094901,0018XX 46TH ST E,MP202114943         ,3     ,2021/01/22 00:00:00+00,913,2021/01/22 00:00:00+00,2021/01/22 09:13:00+00,840,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,13250,-93.24794278,44.91971081,-10380313,5608890,Northrop,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,932
-93.2460876889603,44.9421323188414,0033XX LONGFELLOW AVE ,MP202114960         ,3     ,2021/01/22 00:00:00+00,913,2021/01/22 00:00:00+00,2021/01/22 09:13:00+00,910,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,11622,-93.24609561,44.94213268,-10380107,5612416,Corcoran,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,933
-93.3133176048238,45.0051227856216,0025XX THOMAS AVE N,MP202114976         ,4     ,2021/01/22 00:00:00+00,1115,2020/12/30 00:00:00+00,2021/01/22 11:15:00+00,200,THEFT   ,OTHER THEFT                   ,07 ,2021/01/22 00:00:00+00,20615,-93.31331888,45.00512587,-10387591,5622328,Willard - Hay,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,934
-93.2484951739218,44.9681134654714,0016XX 6TH ST S,MP202114996         ,1     ,2021/01/22 00:00:00+00,1213,2021/01/22 00:00:00+00,2021/01/22 12:13:00+00,900,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,20031,-93.2484969,44.96811948,-10380375,5616503,Cedar Riverside,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,935
-93.292548555455,44.9483569141988,0010XX LAKE ST W,MP202115006         ,5     ,2021/01/22 00:00:00+00,1100,2021/01/22 00:00:00+00,2021/01/22 11:00:00+00,1050,SHOPLF  ,SHOPLIFTING                   ,07 ,2021/01/22 00:00:00+00,17304,-93.2925539,44.94836154,-10385279,5613395,Lowry Hill East,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,936
-93.2556637298891,44.9882253565692,0003XX HENNEPIN AVE E,MP202115008         ,2     ,2021/01/22 00:00:00+00,1130,2021/01/14 00:00:00+00,2021/01/22 11:30:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,21087,-93.25566927,44.98822671,-10381173,5619668,Nicollet Island - East Bank,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,937
-93.2993667684615,45.0068503622216,0026XX IRVING AVE N,MP202115014         ,4     ,2021/01/22 00:00:00+00,1135,2021/01/22 00:00:00+00,2021/01/22 11:35:00+00,1115,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,13687,-93.29936687,45.00685563,-10386038,5622600,Jordan,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,938
-93.2337717864151,44.962761815476,0026XX FRANKLIN AVE E,MP202115154         ,3     ,2021/01/22 00:00:00+00,1559,2021/01/22 00:00:00+00,2021/01/22 15:59:00+00,1559,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,15161,-93.23378076,44.96276256,-10378736,5615661,Seward,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,939
-93.2113678032291,44.9144472683553,0049XX SOUTH MINNEHAHA PARK DR ,MP202115159         ,3     ,2021/01/22 00:00:00+00,1656,2021/01/22 00:00:00+00,2021/01/22 16:56:00+00,1500,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/22 00:00:00+00,17786,-93.2113691,44.91445114,-10376242,5608063,Hiawatha,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,940
-93.2323344819605,44.9519680145722,0027XX 28TH ST E,MP202115224         ,3     ,2021/01/22 00:00:00+00,1759,2021/01/22 00:00:00+00,2021/01/22 17:59:00+00,1759,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/01/22 00:00:00+00,17399,-93.23233478,44.95197292,-10378576,5613963,Longfellow,2021/01/22 00:00:00+00,2021/01/23 07:01:00+00,941
