Date,City Code,City Name,Ward Code,Ward Name,Precinct Code,Precinct Name,Congressional District,State Senate District,State House District,County Commissioner District,Judicial District,Soil and Water Conservation District,Hospital District,Voter Count,Location
04/05/2018 12:00:00 AM,140,St. Paul,1,W-01,650,ST. PAUL W-1 P-12,4,65,65B,4,2,Ramsey District 4,,319,
06/06/2018 12:00:00 AM,140,St. Paul,7,W-07,1440,ST. PAUL W-7 P-02,4,67,67A,6,2,Ramsey District 3,,1249,
03/12/2018 12:00:00 AM,,,2,W-02,1750,WHITE BEAR LAKE W-2 P-1,,,,,,,,3452,
04/05/2018 12:00:00 AM,10,Arden Hills,,,20,ARDEN HILLS P-2,4,42,42A,1,2,Ramsey District 1,,1397,
06/06/2018 12:00:00 AM,140,St. Paul,3,W-03,890,ST. PAUL W-3 P-06,4,64,64B,5,2,Ramsey District 2,,2095,
04/05/2018 12:00:00 AM,70,Maplewood,,,240,MAPLEWOOD P-12,4,53,53A,7,2,Ramsey District 5,,2117,
05/02/2018 12:00:00 AM,140,St. Paul,3,W-03,940,ST. PAUL W-3 P-11,4,64,64B,5,2,Ramsey District 2,,1874,
01/05/2018 12:00:00 AM,180,White Bear Twp,,,1700,WHITE BEAR TWP P-1,4,38,38B,1,2,Ramsey District 5,,3339,
01/05/2018 12:00:00 AM,20,Blaine,1,W-01,50,BLAINE W-1 P-9,4,42,42A,1,2,Ramsey District 1,North Suburban,0,
12/13/2017 12:00:00 AM,150,Shoreview,,,1620,SHOREVIEW P-4,4,42,42A,1,2,Ramsey District 1,,2650,
03/12/2018 12:00:00 AM,,,1,W-01,660,ST. PAUL W-1 P-13,,,,,,,,1158,
09/10/2018 12:00:00 AM,140,St. Paul,6,W-06,1300,ST. PAUL W-6 P-02,4,67,67A,6,2,Ramsey District 3,,1248,
09/10/2018 12:00:00 AM,140,St. Paul,2,W-02,810,ST. PAUL W-2 P-14,4,65,65B,5,2,Ramsey District 4,,1684,
04/05/2018 12:00:00 AM,140,St. Paul,3,W-03,960,ST. PAUL W-3 P-13,4,64,64B,4,2,Ramsey District 2,,1786,
05/02/2018 12:00:00 AM,70,Maplewood,,,130,MAPLEWOOD P-01,4,43,43A,7,2,Ramsey District 5,,1971,
08/03/2018 12:00:00 AM,60,Little Canada,,,100,LITTLE CANADA P-1,4,42,42B,2,2,Ramsey District 1,,2120,
12/13/2017 12:00:00 AM,120,Roseville,,,460,ROSEVILLE P-04,4,42,42B,2,2,Ramsey District 1,,3302,
04/05/2018 12:00:00 AM,140,St. Paul,7,W-07,1550,ST. PAUL W-7 P-13,4,67,67B,6,2,Ramsey District 3,,1844,
10/09/2018 12:00:00 AM,90,New Brighton,,,330,NEW BRIGHTON P-1,4,41,41B,2,2,,,1659,"(45.04246437, -93.19462754)"
12/13/2017 12:00:00 AM,140,St. Paul,7,W-07,1510,ST. PAUL W-7 P-09,4,67,67B,6,2,Ramsey District 3,,1498,
10/09/2018 12:00:00 AM,100,North Oaks,,,380,NORTH OAKS P-2,4,38,38B,1,2,,,1884,"(45.10668431, -93.07658149)"
03/12/2018 12:00:00 AM,,,,,360,NEW BRIGHTON P-7,,,,,,,,2018,
07/06/2018 12:00:00 AM,140,St. Paul,2,W-02,790,ST. PAUL W-2 P-12,4,65,65B,5,2,Ramsey District 4,,1693,
10/09/2018 12:00:00 AM,170,Vadnais Heights,,,1680,VADNAIS HEIGHTS P-3,4,42,42B,1,2,,,2064,"(45.05396739, -93.08166184)"
01/05/2018 12:00:00 AM,140,St. Paul,7,W-07,1490,ST. PAUL W-7 P-07,4,67,67B,6,2,Ramsey District 3,,1145,
06/21/2017 12:00:00 AM,150,Shoreview,,,1610,SHOREVIEW P-3,4,42,42A,1,2,Ramsey District 1,,3430,
06/06/2018 12:00:00 AM,140,St. Paul,6,W-06,1370,ST. PAUL W-6 P-09,4,67,67A,6,2,Ramsey District 3,,2249,
07/06/2018 12:00:00 AM,120,Roseville,,,510,ROSEVILLE P-09,4,66,66A,2,2,Ramsey District 2,,2504,
12/13/2017 12:00:00 AM,140,St. Paul,6,W-06,1390,ST. PAUL W-6 P-11,4,67,67A,7,2,Ramsey District 3,,1623,
08/03/2018 12:00:00 AM,120,Roseville,,,520,ROSEVILLE P-10,4,66,66A,2,2,Ramsey District 2,,2154,
01/05/2018 12:00:00 AM,140,St. Paul,6,W-06,1320,ST. PAUL W-6 P-04,4,67,67A,6,2,Ramsey District 3,,1885,
09/10/2018 12:00:00 AM,140,St. Paul,5,W-05,1220,ST. PAUL W-5 P-07,4,65,65B,3,2,Ramsey District 4,,1184,
10/09/2018 12:00:00 AM,140,St. Paul,1,W-01,620,ST. PAUL W-1 P-09,4,65,65A,3,2,,,2250,"(44.96031573, -93.11667263)"
08/03/2018 12:00:00 AM,140,St. Paul,2,W-02,740,ST. PAUL W-2 P-07,4,65,65B,5,2,Ramsey District 4,,2100,
09/10/2018 12:00:00 AM,70,Maplewood,,,230,MAPLEWOOD P-11,4,53,53A,7,2,Ramsey District 5,,1818,
08/03/2018 12:00:00 AM,140,St. Paul,1,W-01,600,ST. PAUL W-1 P-07,4,64,64A,4,2,Ramsey District 4,,1459,
06/06/2018 12:00:00 AM,70,Maplewood,,,140,MAPLEWOOD P-02,4,43,43A,7,2,Ramsey District 5,,1718,
07/06/2018 12:00:00 AM,140,St. Paul,4,W-04,1140,ST. PAUL W-4 P-15,4,65,65A,3,2,Ramsey District 4,,1489,
08/03/2018 12:00:00 AM,140,St. Paul,2,W-02,790,ST. PAUL W-2 P-12,4,65,65B,5,2,Ramsey District 4,,1701,
06/21/2017 12:00:00 AM,140,St. Paul,5,W-05,1220,ST. PAUL W-5 P-07,4,65,65B,3,2,Ramsey District 4,,1134,
09/10/2018 12:00:00 AM,140,St. Paul,3,W-03,970,ST. PAUL W-3 P-14,4,64,64B,5,2,Ramsey District 2,,3582,
06/06/2018 12:00:00 AM,140,St. Paul,4,W-04,1010,ST. PAUL W-4 P-02,4,66,66A,4,2,Ramsey District 2,,1271,
10/09/2018 12:00:00 AM,70,Maplewood,,,230,MAPLEWOOD P-11,4,53,53A,7,2,,,1808,"(44.96340579, -92.99476345)"
12/13/2017 12:00:00 AM,140,St. Paul,3,W-03,860,ST. PAUL W-3 P-03,4,64,64B,5,2,Ramsey District 2,,2695,
01/05/2018 12:00:00 AM,70,Maplewood,,,200,MAPLEWOOD P-08,4,43,43A,7,2,Ramsey District 5,,2006,
10/09/2018 12:00:00 AM,140,St. Paul,6,W-06,1330,ST. PAUL W-6 P-05,4,67,67A,6,2,,,2175,"(44.97112269, -93.05301931)"
10/09/2018 12:00:00 AM,190,White Bear Lake,3,W-03,1765,WHITE BEAR LAKE W-3 P-2,4,43,43A,7,2,,,382,"(45.05558011, -93.00112548)"
06/06/2018 12:00:00 AM,140,St. Paul,6,W-06,1320,ST. PAUL W-6 P-04,4,67,67A,6,2,Ramsey District 3,,1873,
06/06/2018 12:00:00 AM,120,Roseville,,,490,ROSEVILLE P-07,4,66,66A,2,2,Ramsey District 2,,2122,
10/09/2018 12:00:00 AM,90,New Brighton,,,350,NEW BRIGHTON P-5,4,41,41A,2,2,,,1645,"(45.07419009, -93.19725448)"
03/12/2018 12:00:00 AM,,,,,1620,SHOREVIEW P-4,,,,,,,,2650,
12/13/2017 12:00:00 AM,90,New Brighton,,,365,NEW BRIGHTON P-8,4,41,41A,2,2,Ramsey District 1,,1936,
10/09/2018 12:00:00 AM,140,St. Paul,2,W-02,820,ST. PAUL W-2 P-15,4,65,65B,5,2,,,2656,"(44.9329321, -93.06829475)"
01/05/2018 12:00:00 AM,140,St. Paul,1,W-01,630,ST. PAUL W-1 P-10,4,65,65B,3,2,Ramsey District 4,,460,
05/02/2018 12:00:00 AM,140,St. Paul,1,W-01,590,ST. PAUL W-1 P-06,4,65,65A,4,2,Ramsey District 4,,2612,
08/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1210,ST. PAUL W-5 P-06,4,65,65A,3,2,Ramsey District 4,,1784,
09/10/2018 12:00:00 AM,160,Spring Lake Park,,,1650,SPRING LAKE PARK P-1R,4,42,42A,1,2,Ramsey District 1,North Suburban,98,
06/06/2018 12:00:00 AM,180,White Bear Twp,,,1700,WHITE BEAR TWP P-1,4,38,38B,1,2,Ramsey District 5,,3316,
07/06/2018 12:00:00 AM,150,Shoreview,,,1620,SHOREVIEW P-4,4,42,42A,1,2,Ramsey District 1,,2656,
08/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1430,ST. PAUL W-7 P-01,4,67,67B,5,2,Ramsey District 3,,2024,
04/05/2018 12:00:00 AM,70,Maplewood,,,140,MAPLEWOOD P-02,4,43,43A,7,2,Ramsey District 5,,1730,
09/10/2018 12:00:00 AM,140,St. Paul,2,W-02,730,ST. PAUL W-2 P-06,4,64,64B,5,2,Ramsey District 2,,607,
06/21/2017 12:00:00 AM,140,St. Paul,6,W-06,1380,ST. PAUL W-6 P-10,4,67,67A,6,2,Ramsey District 3,,1009,
12/13/2017 12:00:00 AM,140,St. Paul,2,W-02,680,ST. PAUL W-2 P-01,4,64,64A,4,2,Ramsey District 4,,1559,
09/10/2018 12:00:00 AM,80,Mounds View,,,310,MOUNDS VIEW P-3,4,42,42A,1,2,Ramsey District 1,North Suburban,2328,
08/03/2018 12:00:00 AM,70,Maplewood,,,220,MAPLEWOOD P-10,4,53,53A,7,2,Ramsey District 5,,1137,
01/05/2018 12:00:00 AM,70,Maplewood,,,150,MAPLEWOOD P-03,4,43,43A,7,2,Ramsey District 5,,0,
10/09/2018 12:00:00 AM,140,St. Paul,1,W-01,570,ST. PAUL W-1 P-04,4,65,65A,3,2,,,1343,"(44.95753652, -93.1364746)"
07/06/2018 12:00:00 AM,140,St. Paul,4,W-04,1090,ST. PAUL W-4 P-10,4,64,64A,4,2,Ramsey District 2,,1960,
05/02/2018 12:00:00 AM,90,New Brighton,,,330,NEW BRIGHTON P-1,4,41,41B,2,2,Ramsey District 1,,1636,
05/02/2018 12:00:00 AM,10,Arden Hills,,,20,ARDEN HILLS P-2,4,42,42A,1,2,Ramsey District 1,,1383,
12/13/2017 12:00:00 AM,90,New Brighton,,,340,NEW BRIGHTON P-3,4,41,41B,2,2,Ramsey District 1,,1827,
08/03/2018 12:00:00 AM,140,St. Paul,3,W-03,860,ST. PAUL W-3 P-03,4,64,64B,5,2,Ramsey District 2,,2692,
10/09/2018 12:00:00 AM,140,St. Paul,3,W-03,880,ST. PAUL W-3 P-05,4,64,64B,5,2,,,1855,"(44.89805101, -93.18131927)"
09/10/2018 12:00:00 AM,170,Vadnais Heights,,,1690,VADNAIS HEIGHTS P-4,4,42,42B,1,2,Ramsey District 5,,2206,
04/05/2018 12:00:00 AM,170,Vadnais Heights,,,1690,VADNAIS HEIGHTS P-4,4,42,42B,1,2,Ramsey District 5,,2166,
03/12/2018 12:00:00 AM,,,4,W-04,1080,ST. PAUL W-4 P-09,,,,,,,,1556,
07/06/2018 12:00:00 AM,140,St. Paul,7,W-07,1550,ST. PAUL W-7 P-13,4,67,67B,6,2,Ramsey District 3,,1851,
12/13/2017 12:00:00 AM,190,White Bear Lake,3,W-03,1760,WHITE BEAR LAKE W-3 P-1,4,38,38B,7,2,Ramsey District 5,,2543,
01/05/2018 12:00:00 AM,140,St. Paul,3,W-03,960,ST. PAUL W-3 P-13,4,64,64B,4,2,Ramsey District 2,,1792,
06/21/2017 12:00:00 AM,140,St. Paul,5,W-05,1170,ST. PAUL W-5 P-02,4,66,66B,3,2,Ramsey District 4,,2456,
12/13/2017 12:00:00 AM,140,St. Paul,3,W-03,910,ST. PAUL W-3 P-08,4,64,64B,5,2,Ramsey District 2,,1554,
07/06/2018 12:00:00 AM,140,St. Paul,1,W-01,660,ST. PAUL W-1 P-13,4,64,64A,4,2,Ramsey District 4,,1149,
07/06/2018 12:00:00 AM,70,Maplewood,,,130,MAPLEWOOD P-01,4,43,43A,7,2,Ramsey District 5,,1977,
06/06/2018 12:00:00 AM,140,St. Paul,7,W-07,1490,ST. PAUL W-7 P-07,4,67,67B,6,2,Ramsey District 3,,1165,
05/02/2018 12:00:00 AM,110,North St. Paul,,,390,NORTH ST. PAUL P-1,4,43,43B,7,2,Ramsey District 5,,1900,
04/05/2018 12:00:00 AM,140,St. Paul,6,W-06,1380,ST. PAUL W-6 P-10,4,67,67A,6,2,Ramsey District 3,,1011,
08/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1140,ST. PAUL W-4 P-15,4,65,65A,3,2,Ramsey District 4,,1509,
06/21/2017 12:00:00 AM,140,St. Paul,6,W-06,1370,ST. PAUL W-6 P-09,4,67,67A,6,2,Ramsey District 3,,2279,
06/21/2017 12:00:00 AM,140,St. Paul,2,W-02,810,ST. PAUL W-2 P-14,4,65,65B,5,2,Ramsey District 4,,1640,
08/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1520,ST. PAUL W-7 P-10,4,67,67B,6,2,Ramsey District 3,,1412,
03/12/2018 12:00:00 AM,,,,,320,MOUNDS VIEW P-4,,,,,,,,1290,
12/13/2017 12:00:00 AM,140,St. Paul,6,W-06,1290,ST. PAUL W-6 P-01,4,66,66B,6,2,Ramsey District 3,,1380,
04/05/2018 12:00:00 AM,130,St. Anthony,,,530,ST ANTHONY P-1,5,41,41B,2,2,Ramsey District 1,,2089,
04/05/2018 12:00:00 AM,50,Lauderdale,,,90,LAUDERDALE P-1,4,66,66A,2,2,Ramsey District 2,,1318,
06/06/2018 12:00:00 AM,140,St. Paul,1,W-01,678,ST. PAUL W-1 P-16,4,66,66B,3,2,Ramsey District 4,,225,
06/06/2018 12:00:00 AM,10,Arden Hills,,,20,ARDEN HILLS P-2,4,42,42A,1,2,Ramsey District 1,,1370,
03/12/2018 12:00:00 AM,,,,,80,GEM LAKE P-1,,,,,,,,312,
01/05/2018 12:00:00 AM,150,Shoreview,,,1600,SHOREVIEW P-2,4,42,42B,1,2,Ramsey District 1,,3371,
07/06/2018 12:00:00 AM,110,North St. Paul,,,410,NORTH ST. PAUL P-3,4,43,43B,7,2,Ramsey District 5,,1784,
04/05/2018 12:00:00 AM,140,St. Paul,4,W-04,1030,ST. PAUL W-4 P-04,4,64,64A,4,2,Ramsey District 2,,1777,
03/12/2018 12:00:00 AM,,,3,W-03,910,ST. PAUL W-3 P-08,,,,,,,,1547,
12/13/2017 12:00:00 AM,140,St. Paul,4,W-04,1030,ST. PAUL W-4 P-04,4,64,64A,4,2,Ramsey District 2,,1798,
01/05/2018 12:00:00 AM,110,North St. Paul,,,390,NORTH ST. PAUL P-1,4,43,43B,7,2,Ramsey District 5,,1896,
03/12/2018 12:00:00 AM,,,4,W-04,1030,ST. PAUL W-4 P-04,,,,,,,,1778,
06/06/2018 12:00:00 AM,90,New Brighton,,,335,NEW BRIGHTON P-2,4,41,41B,2,2,Ramsey District 1,,1118,
08/03/2018 12:00:00 AM,140,St. Paul,4,W-04,1090,ST. PAUL W-4 P-10,4,64,64A,4,2,Ramsey District 2,,1972,
06/21/2017 12:00:00 AM,120,Roseville,,,440,ROSEVILLE P-02,4,42,42B,2,2,Ramsey District 1,,971,
06/06/2018 12:00:00 AM,190,White Bear Lake,2,W-02,1750,WHITE BEAR LAKE W-2 P-1,4,38,38B,7,2,Ramsey District 5,,3450,
09/10/2018 12:00:00 AM,140,St. Paul,7,W-07,1540,ST. PAUL W-7 P-12,4,67,67B,6,2,Ramsey District 3,,2590,
12/13/2017 12:00:00 AM,120,Roseville,,,490,ROSEVILLE P-07,4,66,66A,2,2,Ramsey District 2,,2148,
05/02/2018 12:00:00 AM,140,St. Paul,5,W-05,1190,ST. PAUL W-5 P-04,4,66,66B,3,2,Ramsey District 4,,3369,
05/02/2018 12:00:00 AM,190,White Bear Lake,3,W-03,1760,WHITE BEAR LAKE W-3 P-1,4,38,38B,7,2,Ramsey District 5,,2534,
09/10/2018 12:00:00 AM,140,St. Paul,4,W-04,1090,ST. PAUL W-4 P-10,4,64,64A,4,2,Ramsey District 2,,2001,
09/10/2018 12:00:00 AM,150,Shoreview,,,1600,SHOREVIEW P-2,4,42,42B,1,2,Ramsey District 1,,3408,
04/05/2018 12:00:00 AM,140,St. Paul,2,W-02,780,ST. PAUL W-2 P-11,4,65,65B,5,2,Ramsey District 3,,2514,
01/05/2018 12:00:00 AM,120,Roseville,,,490,ROSEVILLE P-07,4,66,66A,2,2,Ramsey District 2,,2137,
01/05/2018 12:00:00 AM,60,Little Canada,,,100,LITTLE CANADA P-1,4,42,42B,2,2,Ramsey District 1,,2150,
03/12/2018 12:00:00 AM,,,,,1720,WHITE BEAR TWP P-3,,,,,,,,827,
07/06/2018 12:00:00 AM,60,Little Canada,,,100,LITTLE CANADA P-1,4,42,42B,2,2,Ramsey District 1,,2128,
12/13/2017 12:00:00 AM,140,St. Paul,1,W-01,610,ST. PAUL W-1 P-08,4,65,65A,4,2,Ramsey District 4,,2148,
06/06/2018 12:00:00 AM,140,St. Paul,1,W-01,550,ST. PAUL W-1 P-02,4,65,65A,4,2,Ramsey District 4,,2122,
07/06/2018 12:00:00 AM,140,St. Paul,1,W-01,610,ST. PAUL W-1 P-08,4,65,65A,4,2,Ramsey District 4,,2066,
06/06/2018 12:00:00 AM,70,Maplewood,,,180,MAPLEWOOD P-06,4,43,43A,7,2,Ramsey District 5,,1697,
04/05/2018 12:00:00 AM,140,St. Paul,1,W-01,630,ST. PAUL W-1 P-10,4,65,65B,3,2,Ramsey District 4,,445,
03/12/2018 12:00:00 AM,,,,,520,ROSEVILLE P-10,,,,,,,,2144,
12/13/2017 12:00:00 AM,70,Maplewood,,,200,MAPLEWOOD P-08,4,43,43A,7,2,Ramsey District 5,,2014,
05/02/2018 12:00:00 AM,70,Maplewood,,,250,MAPLEWOOD P-13,4,53,53A,7,2,Ramsey District 5,,2488,
04/05/2018 12:00:00 AM,140,St. Paul,5,W-05,1190,ST. PAUL W-5 P-04,4,66,66B,3,2,Ramsey District 4,,3375,
06/21/2017 12:00:00 AM,140,St. Paul,1,W-01,590,ST. PAUL W-1 P-06,4,65,65A,4,2,Ramsey District 4,,2644,
03/12/2018 12:00:00 AM,,,2,W-02,790,ST. PAUL W-2 P-12,,,,,,,,1703,
06/21/2017 12:00:00 AM,140,St. Paul,7,W-07,1540,ST. PAUL W-7 P-12,4,67,67B,6,2,Ramsey District 3,,2560,
06/21/2017 12:00:00 AM,140,St. Paul,1,W-01,678,ST. PAUL W-1 P-16,4,66,66B,3,2,Ramsey District 4,,221,
03/12/2018 12:00:00 AM,,,2,W-02,680,ST. PAUL W-2 P-01,,,,,,,,1535,
09/10/2018 12:00:00 AM,140,St. Paul,7,W-07,1470,ST. PAUL W-7 P-05,4,67,67B,5,2,Ramsey District 3,,1337,
07/06/2018 12:00:00 AM,140,St. Paul,6,W-06,1380,ST. PAUL W-6 P-10,4,67,67A,6,2,Ramsey District 3,,1014,
05/02/2018 12:00:00 AM,140,St. Paul,3,W-03,900,ST. PAUL W-3 P-07,4,64,64A,4,2,Ramsey District 2,,1320,
12/13/2017 12:00:00 AM,70,Maplewood,,,130,MAPLEWOOD P-01,4,43,43A,7,2,Ramsey District 5,,1046,
06/21/2017 12:00:00 AM,140,St. Paul,3,W-03,890,ST. PAUL W-3 P-06,4,64,64B,5,2,Ramsey District 2,,2123,
05/02/2018 12:00:00 AM,180,White Bear Twp,,,1710,WHITE BEAR TWP P-2,4,38,38B,1,2,Ramsey District 5,,2457,
06/21/2017 12:00:00 AM,140,St. Paul,4,W-04,1010,ST. PAUL W-4 P-02,4,66,66A,4,2,Ramsey District 2,,1254,
10/09/2018 12:00:00 AM,140,St. Paul,7,W-07,1540,ST. PAUL W-7 P-12,4,67,67B,6,2,,,2613,"(44.93950974, -93.01891624)"
07/06/2018 12:00:00 AM,140,St. Paul,3,W-03,970,ST. PAUL W-3 P-14,4,64,64B,5,2,Ramsey District 2,,3536,
03/12/2018 12:00:00 AM,,,7,W-07,1460,ST. PAUL W-7 P-04,,,,,,,,910,
01/05/2018 12:00:00 AM,70,Maplewood,,,250,MAPLEWOOD P-13,4,53,53A,7,2,Ramsey District 5,,1787,
04/05/2018 12:00:00 AM,140,St. Paul,3,W-03,940,ST. PAUL W-3 P-11,4,64,64B,5,2,Ramsey District 2,,1872,
04/05/2018 12:00:00 AM,120,Roseville,,,450,ROSEVILLE P-03,4,42,42B,2,2,Ramsey District 1,,2829,
04/05/2018 12:00:00 AM,140,St. Paul,3,W-03,840,ST. PAUL W-3 P-01,4,64,64B,4,2,Ramsey District 2,,2071,
03/12/2018 12:00:00 AM,,,,,450,ROSEVILLE P-03,,,,,,,,2821,
06/21/2017 12:00:00 AM,170,Vadnais Heights,,,1690,VADNAIS HEIGHTS P-4,4,42,42B,1,2,Ramsey District 5,,2179,
06/06/2018 12:00:00 AM,120,Roseville,,,450,ROSEVILLE P-03,4,42,42B,2,2,Ramsey District 1,,2882,
05/02/2018 12:00:00 AM,140,St. Paul,5,W-05,1250,ST. PAUL W-5 P-10,4,67,67B,5,2,Ramsey District 3,,589,
08/03/2018 12:00:00 AM,140,St. Paul,1,W-01,560,ST. PAUL W-1 P-03,4,65,65A,3,2,Ramsey District 4,,1837,
01/05/2018 12:00:00 AM,140,St. Paul,7,W-07,1450,ST. PAUL W-7 P-03,4,67,67B,6,2,Ramsey District 3,,1509,
10/09/2018 12:00:00 AM,60,Little Canada,,,110,LITTLE CANADA P-2,4,42,42B,2,2,,,2302,"(45.016509, -93.084087)"
12/13/2017 12:00:00 AM,140,St. Paul,1,W-01,560,ST. PAUL W-1 P-03,4,65,65A,3,2,Ramsey District 4,,1858,
01/05/2018 12:00:00 AM,140,St. Paul,1,W-01,650,ST. PAUL W-1 P-12,4,65,65B,4,2,Ramsey District 4,,324,
04/05/2018 12:00:00 AM,140,St. Paul,2,W-02,680,ST. PAUL W-2 P-01,4,64,64A,4,2,Ramsey District 4,,1524,
09/10/2018 12:00:00 AM,70,Maplewood,,,180,MAPLEWOOD P-06,4,43,43A,7,2,Ramsey District 5,,1730,
12/13/2017 12:00:00 AM,140,St. Paul,7,W-07,1470,ST. PAUL W-7 P-05,4,67,67B,5,2,Ramsey District 3,,1343,
12/13/2017 12:00:00 AM,70,Maplewood,,,190,MAPLEWOOD P-07,4,43,43A,7,2,Ramsey District 5,,1993,
05/02/2018 12:00:00 AM,170,Vadnais Heights,,,1660,VADNAIS HEIGHTS P-1,4,42,42B,1,2,Ramsey District 5,,1655,
08/03/2018 12:00:00 AM,120,Roseville,,,480,ROSEVILLE P-06,4,66,66A,2,2,Ramsey District 2,,1950,
10/09/2018 12:00:00 AM,150,Shoreview,,,1580,SHOREVIEW P-1,4,42,42B,1,2,,,1383,"(45.03946796, -93.12660951)"
04/05/2018 12:00:00 AM,140,St. Paul,4,W-04,1130,ST. PAUL W-4 P-14,4,65,65A,4,2,Ramsey District 4,,1397,
06/21/2017 12:00:00 AM,70,Maplewood,,,260,MAPLEWOOD P-14,4,53,53A,7,2,Ramsey District 5,,2106,
08/03/2018 12:00:00 AM,70,Maplewood,,,170,MAPLEWOOD P-05,4,43,43A,7,2,Ramsey District 5,,1306,
10/09/2018 12:00:00 AM,180,White Bear Twp,,,1710,WHITE BEAR TWP P-2,4,38,38B,1,2,,,2485,"(45.11125061, -92.99981571)"
07/06/2018 12:00:00 AM,140,St. Paul,2,W-02,740,ST. PAUL W-2 P-07,4,65,65B,5,2,Ramsey District 4,,2084,
10/09/2018 12:00:00 AM,140,St. Paul,6,W-06,1370,ST. PAUL W-6 P-09,4,67,67A,6,2,,,2335,"(44.97177384, -93.02110681)"
05/02/2018 12:00:00 AM,70,Maplewood,,,200,MAPLEWOOD P-08,4,43,43A,7,2,Ramsey District 5,,1983,
07/06/2018 12:00:00 AM,140,St. Paul,3,W-03,920,ST. PAUL W-3 P-09,4,64,64B,5,2,Ramsey District 2,,2456,
06/21/2017 12:00:00 AM,160,Spring Lake Park,,,1650,SPRING LAKE PARK P-1R,4,42,42A,1,2,Ramsey District 1,North Suburban,106,
06/06/2018 12:00:00 AM,140,St. Paul,3,W-03,940,ST. PAUL W-3 P-11,4,64,64B,5,2,Ramsey District 2,,1862,
08/03/2018 12:00:00 AM,140,St. Paul,2,W-02,700,ST. PAUL W-2 P-03,4,65,65B,5,2,Ramsey District 4,,2515,
04/05/2018 12:00:00 AM,140,St. Paul,3,W-03,910,ST. PAUL W-3 P-08,4,64,64B,5,2,Ramsey District 2,,1545,
08/03/2018 12:00:00 AM,170,Vadnais Heights,,,1680,VADNAIS HEIGHTS P-3,4,42,42B,1,2,Ramsey District 5,,2049,
05/02/2018 12:00:00 AM,140,St. Paul,6,W-06,1370,ST. PAUL W-6 P-09,4,67,67A,6,2,Ramsey District 3,,2234,
05/02/2018 12:00:00 AM,40,Gem Lake,,,80,GEM LAKE P-1,4,42,42B,1,2,Ramsey District 5,,319,
01/05/2018 12:00:00 AM,120,Roseville,,,440,ROSEVILLE P-02,4,42,42B,2,2,Ramsey District 1,,959,
10/09/2018 12:00:00 AM,140,St. Paul,4,W-04,1020,ST. PAUL W-4 P-03,4,64,64A,4,2,,,2210,"(44.96601579, -93.19485391)"
09/10/2018 12:00:00 AM,170,Vadnais Heights,,,1680,VADNAIS HEIGHTS P-3,4,42,42B,1,2,Ramsey District 5,,2056,
12/13/2017 12:00:00 AM,120,Roseville,,,430,ROSEVILLE P-01,4,66,66A,2,2,Ramsey District 1,,2182,
08/03/2018 12:00:00 AM,140,St. Paul,5,W-05,1250,ST. PAUL W-5 P-10,4,67,67B,5,2,Ramsey District 3,,591,
09/10/2018 12:00:00 AM,140,St. Paul,2,W-02,770,ST. PAUL W-2 P-10,4,67,67B,5,2,Ramsey District 3,,90,
01/05/2018 12:00:00 AM,140,St. Paul,6,W-06,1380,ST. PAUL W-6 P-10,4,67,67A,6,2,Ramsey District 3,,1006,
12/13/2017 12:00:00 AM,170,Vadnais Heights,,,1680,VADNAIS HEIGHTS P-3,4,42,42B,1,2,Ramsey District 5,,2045,
05/02/2018 12:00:00 AM,90,New Brighton,,,355,NEW BRIGHTON P-6,4,41,41A,2,2,Ramsey District 1,,1720,
03/12/2018 12:00:00 AM,,,7,W-07,1470,ST. PAUL W-7 P-05,,,,,,,,1328,
04/05/2018 12:00:00 AM,140,St. Paul,6,W-06,1390,ST. PAUL W-6 P-11,4,67,67A,7,2,Ramsey District 3,,1607,
04/05/2018 12:00:00 AM,60,Little Canada,,,100,LITTLE CANADA P-1,4,42,42B,2,2,Ramsey District 1,,2139,
04/05/2018 12:00:00 AM,140,St. Paul,1,W-01,560,ST. PAUL W-1 P-03,4,65,65A,3,2,Ramsey District 4,,1808,
08/03/2018 12:00:00 AM,140,St. Paul,7,W-07,1470,ST. PAUL W-7 P-05,4,67,67B,5,2,Ramsey District 3,,1328,
01/05/2018 12:00:00 AM,60,Little Canada,,,110,LITTLE CANADA P-2,4,42,42B,2,2,Ramsey District 1,,2224,
10/09/2018 12:00:00 AM,140,St. Paul,5,W-05,1180,ST. PAUL W-5 P-03,4,66,66B,3,2,,,1998,"(44.97534649, -93.1387175)"
09/10/2018 12:00:00 AM,150,Shoreview,,,1610,SHOREVIEW P-3,4,42,42A,1,2,Ramsey District 1,,3495,
12/13/2017 12:00:00 AM,140,St. Paul,6,W-06,1320,ST. PAUL W-6 P-04,4,67,67A,6,2,Ramsey District 3,,1892,
09/10/2018 12:00:00 AM,180,White Bear Twp,,,1720,WHITE BEAR TWP P-3,4,38,38B,1,2,Ramsey District 5,,850,
03/12/2018 12:00:00 AM,,,4,W-04,1040,ST. PAUL W-4 P-05,,,,,,,,1272,
05/02/2018 12:00:00 AM,140,St. Paul,2,W-02,740,ST. PAUL W-2 P-07,4,65,65B,5,2,Ramsey District 4,,2082,
