index,Block,Address,Latitude,Longitude
1024,53x vanburen av,"530 Van Buren Ave, St Paul, MN 55103, USA",44.9618292,-93.1226075
1025,53x virginia st,"530 Virginia St, St Paul, MN 55103, USA",44.9571935,-93.1145834
1026,54x arundel st,"540 Arundel St, St Paul, MN 55103, USA",44.9576814,-93.1184626
1027,54x blair av,"540 Blair Ave, St Paul, MN 55103, USA",44.9609265,-93.1229371
1028,54x capitol bd,"540 N Capitol Blvd, St Paul, MN 55103, USA",44.958001,-93.10220699999999
1029,54x charles av,"540 Charles Ave, St Paul, MN 55103, USA",44.95736760000001,-93.1230248
1030,54x chatsworth st n,"540 Chatsworth St N, St Paul, MN 55104, USA",44.95733920000001,-93.1413709
1031,54x dale st n,"540 Dale St N, St Paul, MN 55103, USA",44.9576682,-93.1263255
1032,54x edmund av,"540 Edmund Ave W, St Paul, MN 55103, USA",44.9582779,-93.1230396
1033,54x farrington st,"540 N Farrington St, St Paul, MN 55103, USA",44.9574543,-93.11315259999999
1034,54x grotto st n,"540 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1035,54x lafond av,"540 Lafond Ave, St Paul, MN 55103, USA",44.95994659999999,-93.1225209
1036,54x mackubin st,"540 N Mackubin St, St Paul, MN 55103, USA",44.9577296,-93.1208913
1037,54x marion st,"540 Marion St, St Paul, MN 55103, USA",44.9575652,-93.1091641
1038,54x minnehaha av w,"540 W Minnehaha Ave, St Paul, MN 55103, USA",44.9626937,-93.1229962
1039,54x rice st,"540 Rice St, St Paul, MN 55103, USA",44.9575836,-93.1057106
1040,54x sherburne av,"540 Sherburne Ave, St Paul, MN 55103, USA",44.9564944,-93.1229857
1041,54x university av w,"540 University Ave W, St Paul, MN 55103, USA",44.9549716,-93.1239149
1042,54x vanburen av,"540 Van Buren Ave, St Paul, MN 55103, USA",44.9618282,-93.1229419
1043,54x virginia st,"540 Virginia St, St Paul, MN 55103, USA",44.9575389,-93.114846
1044,54x western av n,"540 Western Ave N, St Paul, MN 55103, USA",44.9575305,-93.1161759
1045,55x arundel st,"550 Arundel St, St Paul, MN 55103, USA",44.9578838,-93.1184624
1046,55x avon st n,"550 Avon St N, St Paul, MN 55103, USA",44.9701999,-93.1334154
1047,55x blair av,"550 Blair Ave, St Paul, MN 55103, USA",44.96096559999999,-93.1233329
1048,55x capitol bd,"550 N Capitol Blvd, St Paul, MN 55103, USA",44.9581367,-93.1022067
1049,55x charles av,"550 Charles Ave, St Paul, MN 55103, USA",44.95734220000001,-93.1232434
1050,55x dale st n,"550 Dale St N, St Paul, MN 55103, USA",44.9578657,-93.1260482
1051,55x edmund av,"550 Edmund Ave W, St Paul, MN 55103, USA",44.9582704,-93.1233139
1052,55x galtier st,"550 Galtier St, St Paul, MN 55103, USA",44.9578035,-93.1103458
1053,55x kent st,"550 N Kent St, St Paul, MN 55103, USA",44.9578856,-93.12345040000001
1054,55x minnehaha av w,"550 W Minnehaha Ave, St Paul, MN 55103, USA",44.9626968,-93.1233057
1055,55x park st,"550 Park St, St Paul, MN 55103, USA",44.9579436,-93.1037512
1056,55x rice st,"550 Rice St, St Paul, MN 55103, USA",44.958137,-93.1057123
1057,55x sherburne av,"550 Sherburne Ave, St Paul, MN 55103, USA",44.9564494,-93.1232991
1058,55x stalbans st n,"550 St Albans St N, St Paul, MN 55104, USA",44.9578168,-93.1286108
1059,55x syndicate st n,"550 N Syndicate St, St Paul, MN 55104, USA",44.9578046,-93.15405729999999
1060,55x thomas av,"550 Thomas Ave W, St Paul, MN 55103, USA",44.9591453,-93.1232915
1061,55x university av w,"550 University Ave W, St Paul, MN 55103, USA",44.9556315,-93.12418149999999
1062,55x vanburen av,"550 Van Buren Ave, St Paul, MN 55103, USA",44.9618268,-93.1233854
1063,55x western av n,"550 Western Ave N, St Paul, MN 55103, USA",44.95796259999999,-93.1158931
1064,56x blair av,"560 Blair Ave, St Paul, MN 55103, USA",44.96115379999999,-93.1238545
1065,56x charles av,"560 Charles Ave, St Paul, MN 55103, USA",44.95737829999999,-93.1239652
1066,56x edmund av,"560 Edmund Ave W, St Paul, MN 55103, USA",44.958456700000006,-93.123801
1067,56x farrington st,"560 N Farrington St, St Paul, MN 55103, USA",44.9581096,-93.1133118
1068,56x galtier st,"560 Galtier St, St Paul, MN 55103, USA",44.9582412,-93.1104371
1069,56x grotto st n,"560 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1070,56x lafond av,"560 Lafond Ave, St Paul, MN 55103, USA",44.96025299999999,-93.1238514
1071,56x minnehaha av w,"560 W Minnehaha Ave, St Paul, MN 55103, USA",44.9629854,-93.1238651
1072,56x oxford st n,"560 Oxford St N, St Paul, MN 55104, USA",44.9581275,-93.1438877
1073,56x sherburne av,"560 Sherburne Ave, St Paul, MN 55103, USA",44.9566573,-93.12375340000001
1074,56x thomas av,"560 Thomas Ave W, St Paul, MN 55103, USA",44.9593521,-93.1238463
1075,56x university av w,"560 University Ave W, St Paul, MN 55103, USA",44.95486959999999,-93.12445490000002
1076,56x vanburen av,"560 Van Buren Ave, St Paul, MN 55103, USA",44.9618781,-93.1240334
1077,57x blair av,"570 Blair Ave, St Paul, MN 55103, USA",44.96097520000001,-93.1243165
1078,57x charles av,"570 Charles Ave, St Paul, MN 55103, USA",44.9573365,-93.1243519
1079,57x edmund av,"570 Edmund Ave W, St Paul, MN 55103, USA",44.958186,-93.124319
1080,57x farrington st,"570 N Farrington St, St Paul, MN 55103, USA",44.9584566,-93.1134275
1081,57x lafond av,"570 Lafond Ave, St Paul, MN 55103, USA",44.9600538,-93.1242499
1082,57x park st,"570 Park St, St Paul, MN 55103, USA",44.95859520000001,-93.1037559
1083,57x sherburne av,"570 Sherburne Ave, St Paul, MN 55103, USA",44.9564412,-93.124354
1084,57x thomas av,"570 Thomas Ave W, St Paul, MN 55103, USA",44.9591381,-93.1243936
1085,57x university av w,"570 University Ave W, St Paul, MN 55103, USA",44.9556132,-93.12466640000001
1086,57x vanburen av,"570 Van Buren Ave, St Paul, MN 55103, USA",44.9618861,-93.1244077
1087,57x victoria st n,"570 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1088,58x blair av,"580 Blair Ave, St Paul, MN 55103, USA",44.9609283,-93.1247965
1089,58x capitol bd,"580 N Capitol Blvd, St Paul, MN 55103, USA",44.9585441,-93.1022058
1090,58x charles av,"580 Charles Ave, St Paul, MN 55103, USA",44.9573338,-93.1247312
1091,58x dale st n,"580 Dale St N, St Paul, MN 55103, USA",44.9587534,-93.1261227
1092,58x edmund av,"580 Edmund Ave W, St Paul, MN 55103, USA",44.9581968,-93.1247395
1093,58x galtier st,"580 Galtier St, St Paul, MN 55103, USA",44.95898029999999,-93.1102615
1094,58x grotto st n,"580 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1095,58x kent st,"580 N Kent St, St Paul, MN 55103, USA",44.9587533,-93.1238027
1096,58x lafond av,"580 Lafond Ave, St Paul, MN 55103, USA",44.960054,-93.12468559999999
1097,58x marion st,"580 Marion St, St Paul, MN 55103, USA",44.9587775,-93.1091896
1098,58x milton st n,"580 N Milton St, St Paul, MN 55104, USA",44.95872720000001,-93.1387484
1099,58x park st,"580 Park St, St Paul, MN 55103, USA",44.958921,-93.1037582
1100,58x rice st,"580 Rice St, St Paul, MN 55103, USA",44.9586949,-93.1056994
1101,58x sherburne av,"580 Sherburne Ave, St Paul, MN 55103, USA",44.95643829999999,-93.1247097
1102,58x stalbans st n,"580 St Albans St N, St Paul, MN 55104, USA",44.95879650000001,-93.1287128
1103,58x thomas av,"580 Thomas Ave W, St Paul, MN 55103, USA",44.95915859999999,-93.1248059
1104,58x university av w,"580 University Ave W, St Paul, MN 55103, USA",44.955614,-93.1243997
1105,58x vanburen av,"580 Van Buren Ave, St Paul, MN 55103, USA",44.9618075,-93.1247213
1106,58x virginia st,"580 Virginia St, St Paul, MN 55103, USA",44.9588525,-93.1144772
1107,58x western av n,"580 Western Ave N, St Paul, MN 55103, USA",44.9587528,-93.1158522
1108,59x blair av,"590 Blair Ave, St Paul, MN 55103, USA",44.96095379999999,-93.12510019999999
1109,59x capitol bd,"590 N Capitol Blvd, St Paul, MN 55103, USA",44.95919470000001,-93.1018205
1110,59x charles av,"590 Charles Ave, St Paul, MN 55103, USA",44.95738370000001,-93.1251034
1111,59x edmund av,"590 Edmund Ave W, St Paul, MN 55103, USA",44.958233,-93.1251606
1112,59x griggs st n,"590 Griggs St N, St Paul, MN 55104, USA",44.967251,-93.15170379999999
1113,59x grotto st n,"590 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1114,59x hamline av n,"590 Hamline Ave N, St Paul, MN 55104, USA",44.9589079,-93.156653
1115,59x lafond av,"590 Lafond Ave, St Paul, MN 55103, USA",44.9600789,-93.1251226
1116,59x laurel av,"590 Laurel Ave, St Paul, MN 55102, USA",44.9451633,-93.1250034
1117,59x mackubin st,"590 N Mackubin St, St Paul, MN 55103, USA",44.9589485,-93.12102349999999
1118,59x park st,"590 Park St, St Paul, MN 55103, USA",44.9591945,-93.1033968
1119,59x sherburne av,"590 Sherburne Ave, St Paul, MN 55103, USA",44.956435,-93.1251193
1120,59x syndicate st n,"590 N Syndicate St, St Paul, MN 55104, USA",44.959015,-93.1540751
1121,59x thomas av,"590 Thomas Ave W, St Paul, MN 55103, USA",44.9591324,-93.1250978
1122,59x university av w,"590 University Ave W, St Paul, MN 55103, USA",44.955051,-93.1250344
1123,59x vanburen av,"590 Van Buren Ave, St Paul, MN 55103, USA",44.9618917,-93.1252042
1124,59x victoria st n,"590 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1125,59x virginia st,"590 Virginia St, St Paul, MN 55103, USA",44.959261700000006,-93.1144749
1126,59x western av n,"590 Western Ave N, St Paul, MN 55103, USA",44.9590114,-93.11585079999999
1127,5x pennsylvania av e,"50 W Pennsylvania Ave, St Paul, MN 55103, USA",44.9606248,-93.1012852
1128,5xx charles av,"500 Charles Ave, St Paul, MN 55103, USA",44.9575668,-93.1212069
1129,5xx edmund av,"500 Edmund Ave W, St Paul, MN 55103, USA",44.95846870000001,-93.1212317
1130,5xx farrington st,"500 N Farrington St, St Paul, MN 55103, USA",44.95637749999999,-93.1132444
1131,5xx lafond av,"500 Lafond Ave, St Paul, MN 55103, USA",44.9602556,-93.1212106
1132,5xx minnehaha av w,"500 W Minnehaha Ave, St Paul, MN 55103, USA",44.9629852,-93.1213017
1133,5xx rice st,"500 Rice St, St Paul, MN 55103, USA",44.95639629999999,-93.1055481
1134,5xx sherburne av,"500 Sherburne Ave, St Paul, MN 55103, USA",44.956483,-93.1213989
1135,60x arundel st,"600 Arundel St, St Paul, MN 55103, USA",44.9593398,-93.1186637
1136,60x blair av,"600 Blair Ave, St Paul, MN 55103, USA",44.9609284,-93.1255157
1137,60x capitol bd,"600 N Capitol Blvd, St Paul, MN 55103, USA",44.9595358,-93.101892
1138,60x charles av,"600 Charles Ave, St Paul, MN 55103, USA",44.95733449999999,-93.1255716
1139,60x dale st n,"600 Dale St N, St Paul, MN 55103, USA",44.95907800000001,-93.126171
1140,60x dunlap st n,"600 N Dunlap St, St Paul, MN 55104, USA",44.9593958,-93.1491694
1141,60x edmund av,"600 Edmund Ave W, St Paul, MN 55103, USA",44.9581903,-93.1254898
1142,60x galtier st,"600 Galtier St, St Paul, MN 55103, USA",44.95935789999999,-93.110587
1143,60x griggs st n,"600 N Griggs St, St Paul, MN 55104, USA",44.9593334,-93.1517274
1144,60x grotto st n,"600 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1145,60x hamline av n,"600 Hamline Ave N, St Paul, MN 55104, USA",44.9591599,-93.1566553
1146,60x lafond av,"600 Lafond Ave, St Paul, MN 55103, USA",44.9600544,-93.1255145
1147,60x park st,"600 Park St, St Paul, MN 55103, USA",44.959447,-93.10339599999999
1148,60x piercebutler rd,"600 W Pierce Butler Route, St Paul, MN 55104, USA",44.9630135,-93.1277875
1149,60x rice st,"600 Rice St, St Paul, MN 55103, USA",44.95955429999999,-93.1056771
1150,60x sherburne av,"600 Sherburne Ave, St Paul, MN 55103, USA",44.9563831,-93.1254907
1151,60x thomas av,"600 Thomas Ave W, St Paul, MN 55103, USA",44.959157,-93.1255328
1152,60x university av w,"600 University Ave W, St Paul, MN 55103, USA",44.9553355,-93.1251137
1153,60x vanburen av,"600 Van Buren Ave, St Paul, MN 55103, USA",44.9618402,-93.1256588
1154,60x virginia st,"600 Virginia St, St Paul, MN 55103, USA",44.9594,-93.1147207
1155,60x western av n,"600 Western Ave N, St Paul, MN 55103, USA",44.959348,-93.1161725
1156,61x avon st n,"610 Avon St N, St Paul, MN 55103, USA",44.9701999,-93.1334154
1157,61x blair av,"610 Blair Ave, St Paul, MN 55103, USA",44.9609285,-93.1260632
1158,61x capitol bd,"610 N Capitol Blvd, St Paul, MN 55103, USA",44.95980369999999,-93.1017541
1159,61x charles av,"610 Charles Ave, St Paul, MN 55103, USA",44.9573259,-93.125885
1160,61x chatsworth st n,"610 Chatsworth St N, St Paul, MN 55104, USA",44.95957979999999,-93.1413613
1161,61x dale st n,"610 Dale St N, St Paul, MN 55103, USA",44.95966199999999,-93.1261688
1162,61x dunlap st n,"610 N Dunlap St, St Paul, MN 55104, USA",44.9596743,-93.1489267
1163,61x edmund av,"610 Edmund Ave W, St Paul, MN 55103, USA",44.9582361,-93.12590379999999
1164,61x elfelt st,"610 Elfelt St, St Paul, MN 55103, USA",44.95972460000001,-93.1117659
1165,61x farrington st,"610 N Farrington St, St Paul, MN 55103, USA",44.95970459999999,-93.1131269
1166,61x galtier st,"610 Galtier St, St Paul, MN 55103, USA",44.95967750000001,-93.1101969
1167,61x griggs st n,"610 N Griggs St, St Paul, MN 55104, USA",44.95966869999999,-93.1515302
1168,61x lafayette rd,"610 Lafayette Rd, St Paul, MN 55130, USA",44.9593881,-93.08290759999998
1169,61x lafond av,"610 Lafond Ave, St Paul, MN 55103, USA",44.96005460000001,-93.125976
1170,61x lexington pa n,"610 Lexington Pkwy N, St Paul, MN 55104, USA",44.9596651,-93.1461884
1171,61x mackubin st,"610 N Mackubin St, St Paul, MN 55103, USA",44.9596355,-93.1209139
1172,61x maryland av e,"610 Maryland Ave E, St Paul, MN 55130, USA",44.97719420000001,-93.0746746
1173,61x park st,"610 Park St, St Paul, MN 55103, USA",44.9599685,-93.1037533
1174,61x rice st,"610 Rice St, St Paul, MN 55103, USA",44.95969729999999,-93.10567809999999
1175,61x sherburne av,"610 Sherburne Ave, St Paul, MN 55103, USA",44.9566408,-93.1258431
1176,61x stalbans st n,"610 St Albans St N, St Paul, MN 55104, USA",44.9595072,-93.1287153
1177,61x thomas av,"610 Thomas Ave W, St Paul, MN 55103, USA",44.9591473,-93.1258855
1178,61x university av w,"610 University Ave W, St Paul, MN 55103, USA",44.9556115,-93.1257036
1179,61x vanburen av,"610 Van Buren Ave, St Paul, MN 55103, USA",44.9618426,-93.1259047
1180,61x virginia st,"610 Virginia St, St Paul, MN 55103, USA",44.959768800000006,-93.11443400000002
1181,61x western av n,"610 Western Ave N, St Paul, MN 55103, USA",44.9597124,-93.1158479
1182,62x aurora av,"620 Aurora Ave, St Paul, MN 55104, USA",44.95481029999999,-93.1264885
1183,62x blair av,"620 Blair Ave, St Paul, MN 55104, USA",44.96115409999999,-93.1263822
1184,62x capitol bd,"620 N Capitol Blvd, St Paul, MN 55103, USA",44.9601093,-93.1016999
1185,62x charles av,"620 Charles Ave, St Paul, MN 55104, USA",44.9575413,-93.1263624
1186,62x chatsworth st n,"620 Chatsworth St N, St Paul, MN 55104, USA",44.95994659999999,-93.141292
1187,62x dale st n,"620 Dale St N, St Paul, MN 55103, USA",44.9597363,-93.1261708
1188,62x edmund av,"620 Edmund Ave W, St Paul, MN 55104, USA",44.9584376,-93.12642029999999
1189,62x elfelt st,"620 Elfelt St, St Paul, MN 55103, USA",44.9600235,-93.11177579999999
1190,62x farrington st,"620 N Farrington St, St Paul, MN 55103, USA",44.96004129999999,-93.1131333
1191,62x front av,"620 Front Ave, St Paul, MN 55103, USA",44.97017719999999,-93.1263572
1192,62x fuller av,"620 Fuller Ave, St Paul, MN 55104, USA",44.9539462,-93.1264094
1193,62x grotto st n,"620 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1194,62x iglehart av,"620 Iglehart Ave, St Paul, MN 55104, USA",44.94944279999999,-93.1263437
1195,62x larpenteur av w,"620 Larpenteur Ave W, St Paul, MN 55113, USA",44.99173820000001,-93.126125
1196,62x marion st,"620 Marion St, St Paul, MN 55103, USA",44.9600028,-93.1088771
1197,62x marshall av,"620 Marshall Ave, St Paul, MN 55102, USA",44.948527,-93.1262613
1198,62x rice st,"620 Rice St, St Paul, MN 55103, USA",44.960136,-93.1057158
1199,62x sherburne av,"620 Sherburne Ave, St Paul, MN 55104, USA",44.95663270000001,-93.1264311
1200,62x stanthony av,"620 St Anthony Ave, St Paul, MN 55103, USA",44.9521407,-93.126249
1201,62x thomas av,"620 Thomas Ave W, St Paul, MN 55104, USA",44.959342,-93.12641409999999
1202,62x university av w,"620 University Ave W, St Paul, MN 55104, USA",44.9556227,-93.1264789
1203,62x virginia st,"620 Virginia St, St Paul, MN 55103, USA",44.95996870000001,-93.1144613
1204,63x aurora av,"630 Aurora Ave, St Paul, MN 55104, USA",44.9546034,-93.12686459999999
1205,63x blair av,"630 Blair Ave, St Paul, MN 55104, USA",44.9609129,-93.1269332
1206,63x capitol bd,"630 N Capitol Blvd, St Paul, MN 55103, USA",44.96034210000001,-93.1017021
1207,63x central av w,"630 Central Ave W, St Paul, MN 55104, USA",44.95281110000001,-93.1269435
1208,63x charles av,"630 Charles Ave, St Paul, MN 55104, USA",44.9573242,-93.1268732
1209,63x dale st n,"630 Dale St N, St Paul, MN 55103, USA",44.95998700000001,-93.1262272
1210,63x edmund av,"630 Edmund Ave W, St Paul, MN 55104, USA",44.9582446,-93.12692659999999
1211,63x front av,"630 Front Ave, St Paul, MN 55103, USA",44.969931,-93.1268661
1212,63x fuller av,"630 Fuller Ave, St Paul, MN 55104, USA",44.9537394,-93.1268718
1213,63x iglehart av,"630 Iglehart Ave, St Paul, MN 55104, USA",44.949248,-93.12686459999999
1214,63x kent st,"630 N Kent St, St Paul, MN 55103, USA",44.9602486,-93.12380999999999
1215,63x lafond av,"630 Lafond Ave, St Paul, MN 55104, USA",44.9599819,-93.126886
1216,63x minnehaha av w,"630 W Minnehaha Ave, St Paul, MN 55104, USA",44.9626901,-93.12680209999999
1217,63x park st,"630 Park St, St Paul, MN 55103, USA",44.9603325,-93.1034128
1218,63x piercebutler rd,"630 W Pierce Butler Route, St Paul, MN 55104, USA",44.96444899999999,-93.127284
1219,63x rice st,"630 Rice St, St Paul, MN 55103, USA",44.9602629,-93.10570690000002
1220,63x sherburne av,"630 Sherburne Ave, St Paul, MN 55104, USA",44.95643140000001,-93.1269428
1221,63x thomas av,"630 Thomas Ave W, St Paul, MN 55104, USA",44.95914519999999,-93.126817
1222,63x university av w,"630 University Ave W, St Paul, MN 55104, USA",44.95524289999999,-93.1271099
1223,63x vanburen av,"630 Van Buren Ave, St Paul, MN 55104, USA",44.9618274,-93.1268561
1224,63x victoria st n,"630 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1225,63x virginia st,"630 Virginia St, St Paul, MN 55103, USA",44.96026029999999,-93.1144537
1226,63x western av n,"630 Western Ave N, St Paul, MN 55103, USA",44.9602893,-93.116178
1227,64x aurora av,"640 Aurora Ave, St Paul, MN 55104, USA",44.954574,-93.127276
1228,64x blair av,"640 Blair Ave, St Paul, MN 55104, USA",44.96088820000001,-93.1273028
1229,64x central av w,"640 Central Ave W, St Paul, MN 55104, USA",44.9528196,-93.12726359999999
1230,64x charles av,"640 Charles Ave, St Paul, MN 55104, USA",44.9573601,-93.1273015
1231,64x chatsworth st n,"640 Chatsworth St N, St Paul, MN 55104, USA",44.96045720000001,-93.14129659999999
1232,64x dale st n,"640 Dale St N, St Paul, MN 55103, USA",44.9605,-93.126031
1233,64x edmund av,"640 Edmund Ave W, St Paul, MN 55104, USA",44.9582023,-93.1272793
1234,64x elfelt st,"640 Elfelt St, St Paul, MN 55103, USA",44.9606578,-93.1116696
1235,64x farrington st,"640 N Farrington St, St Paul, MN 55103, USA",44.9606748,-93.1130915
1236,64x front av,"640 Front Ave, St Paul, MN 55103, USA",44.9699303,-93.1273757
1237,64x fuller av,"640 Fuller Ave, St Paul, MN 55104, USA",44.9537053,-93.12723659999999
1238,64x grotto st n,"640 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1239,64x jackson st,"640 Jackson St, St Paul, MN 55101, USA",44.955217,-93.0961435
1240,64x kent st,"640 N Kent St, St Paul, MN 55103, USA",44.9605305,-93.1235339
1241,64x lafond av,"640 Lafond Ave, St Paul, MN 55104, USA",44.9600307,-93.1274229
1242,64x marshall av,"640 Marshall Ave, St Paul, MN 55104, USA",44.948216,-93.127258
1243,64x minnehaha av w,"640 W Minnehaha Ave, St Paul, MN 55104, USA",44.9627859,-93.1273835
1244,64x rice st,"640 Rice St, St Paul, MN 55103, USA",44.9606554,-93.1059422
1245,64x sherburne av,"640 Sherburne Ave, St Paul, MN 55104, USA",44.95643070000001,-93.12728249999999
1246,64x thomas av,"640 Thomas Ave W, St Paul, MN 55104, USA",44.9591465,-93.1272849
1247,64x university av w,"640 University Ave W, St Paul, MN 55104, USA",44.95543379999999,-93.1274093
1248,64x vanburen av,"640 Van Buren Ave, St Paul, MN 55104, USA",44.96182879999999,-93.1272912
1249,64x victoria st n,"640 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1250,64x virginia st,"640 Virginia St, St Paul, MN 55103, USA",44.9606646,-93.114429
1251,64x western av n,"640 Western Ave N, St Paul, MN 55103, USA",44.9605214,-93.1158005
1252,65x arundel st,"650 Arundel St, St Paul, MN 55103, USA",44.96084310000001,-93.1183741
1253,65x aurora av,"650 Aurora Ave, St Paul, MN 55104, USA",44.9546185,-93.1276482
1254,65x blair av,"650 Blair Ave, St Paul, MN 55104, USA",44.9609745,-93.1276769
1255,65x carroll av,"650 Carroll Ave, St Paul, MN 55104, USA",44.9501239,-93.1277503
1256,65x central av w,"650 Central Ave W, St Paul, MN 55104, USA",44.9528344,-93.1276091
1257,65x charles av,"650 Charles Ave, St Paul, MN 55104, USA",44.9572778,-93.1276482
1258,65x chatsworth st n,"650 Chatsworth St N, St Paul, MN 55104, USA",44.96125749999999,-93.14134609999999
1259,65x conway st,"650 Conway St, St Paul, MN 55106, USA",44.9537656,-93.0706939
1260,65x dale st n,"650 Dale St N, St Paul, MN 55103, USA",44.960849,-93.126029
1261,65x edmund av,"650 Edmund Ave W, St Paul, MN 55104, USA",44.9582027,-93.1277274
1262,65x fairview av n,"650 Fairview Ave N, St Paul, MN 55104, USA",44.96073,-93.1769075
1263,65x fuller av,"650 Fuller Ave, St Paul, MN 55104, USA",44.95374520000001,-93.1276091
1264,65x galtier st,"650 Galtier St, St Paul, MN 55103, USA",44.9606944,-93.1105862
1265,65x grotto st n,"650 Grotto St N, St Paul, MN 55117, USA",44.9769519,-93.1314046
1266,65x hamline av n,"650 Hamline Ave N, St Paul, MN 55104, USA",44.9608025,-93.1568227
1267,65x iglehart av,"650 Iglehart Ave, St Paul, MN 55104, USA",44.9492362,-93.1275699
1268,65x lafond av,"650 Lafond Ave, St Paul, MN 55104, USA",44.9600456,-93.1276736
1269,65x mackubin st,"650 N Mackubin St, St Paul, MN 55103, USA",44.9608278,-93.120946
1270,65x marshall av,"650 Marshall Ave, St Paul, MN 55104, USA",44.94817800000001,-93.12802049999999
1271,65x piercebutler rd,"650 W Pierce Butler Route, St Paul, MN 55104, USA",44.9646057,-93.1280793
1272,65x rice st,"650 Rice St, St Paul, MN 55103, USA",44.961169,-93.107135
1273,65x sherburne av,"650 Sherburne Ave, St Paul, MN 55104, USA",44.95639600000001,-93.127639
1274,65x smith av s,"650 Smith Ave S, St Paul, MN 55107, USA",44.9263103,-93.1016457
1275,65x thomas av,"650 Thomas Ave W, St Paul, MN 55104, USA",44.9591476,-93.1277135
1276,65x university av w,"650 University Ave W, St Paul, MN 55104, USA",44.95543319999999,-93.1277906
1277,65x vanburen av,"650 Van Buren Ave, St Paul, MN 55104, USA",44.96184840000001,-93.1276938
1278,65x victoria st n,"650 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1279,65x virginia st,"650 Virginia St, St Paul, MN 55103, USA",44.9609889,-93.1144544
1280,66x arundel st,"660 Arundel St, St Paul, MN 55103, USA",44.9611455,-93.1186798
1281,66x aurora av,"660 Aurora Ave, St Paul, MN 55104, USA",44.9546144,-93.1278833
1282,66x blair av,"660 Blair Ave, St Paul, MN 55104, USA",44.96088889999999,-93.12806009999998
1283,66x central av w,"660 Central Ave W, St Paul, MN 55104, USA",44.9528182,-93.128001
1284,66x charles av,"660 Charles Ave, St Paul, MN 55104, USA",44.9573376,-93.1281244
1285,66x chatsworth st n,"660 Chatsworth St N, St Paul, MN 55104, USA",44.9620799,-93.14134609999999
1286,66x dale st n,"660 Dale St N, St Paul, MN 55103, USA",44.96112539999999,-93.1263395
1287,66x edmund av,"660 Edmund Ave W, St Paul, MN 55104, USA",44.95820300000001,-93.128067
1288,66x farrington st,"660 N Farrington St, St Paul, MN 55103, USA",44.96138670000001,-93.11343149999999
1289,66x fry st,"660 Fry St, St Paul, MN 55104, USA",44.9607186,-93.1693908
1290,66x fuller av,"660 Fuller Ave, St Paul, MN 55104, USA",44.9537511,-93.1280597
1291,66x kent st,"660 N Kent St, St Paul, MN 55103, USA",44.9611238,-93.1238123
1292,66x lafond av,"660 Lafond Ave, St Paul, MN 55104, USA",44.9600339,-93.1281047
1293,66x marshall av,"660 Marshall Ave, St Paul, MN 55104, USA",44.948311,-93.1282995
1294,66x minnehaha av w,"660 W Minnehaha Ave, St Paul, MN 55104, USA",44.9627093,-93.1280884
1295,66x rice st,"660 Rice St, St Paul, MN 55103, USA",44.9614671,-93.1054729
1296,66x stanthony av,"660 St Anthony Ave, St Paul, MN 55104, USA",44.952138700000006,-93.12780699999999
1297,66x thomas av,"660 Thomas Ave W, St Paul, MN 55104, USA",44.9591737,-93.1279222
1298,66x university av w,"660 University Ave W, St Paul, MN 55104, USA",44.95543259999999,-93.12810999999999
1299,66x vanburen av,"660 Van Buren Ave, St Paul, MN 55104, USA",44.9618315,-93.1280703
1300,66x victoria st n,"660 Victoria St N, St Paul, MN 55103, USA",44.9702096,-93.1364708
1301,66x virginia st,"660 Virginia St, St Paul, MN 55103, USA",44.9612803,-93.1144297
1302,66x western av n,"660 Western Ave N, St Paul, MN 55103, USA",44.96134779999999,-93.1161807
1303,67x arundel st,"670 Arundel St, St Paul, MN 55103, USA",44.9614778,-93.1183594
1304,67x aurora av,"670 Aurora Ave, St Paul, MN 55104, USA",44.9546169,-93.1283731
1305,67x blair av,"670 Blair Ave, St Paul, MN 55104, USA",44.9609718,-93.128443
1306,67x carroll av,"670 Carroll Ave, St Paul, MN 55104, USA",44.9501229,-93.1285311
1307,67x central av w,"670 Central Ave W, St Paul, MN 55104, USA",44.9528222,-93.1285882
1308,67x charles av,"670 Charles Ave, St Paul, MN 55104, USA",44.957329,-93.1284379
1309,67x chatsworth st n,"670 Chatsworth St N, St Paul, MN 55104, USA",44.9622055,-93.14134609999999
1310,67x concordia av,"670 Concordia Ave, St Paul, MN 55104, USA",44.9511139,-93.128392
1311,67x dale st n,"670 Dale St N, St Paul, MN 55103, USA",44.961446,-93.126038
1312,67x edmund av,"670 Edmund Ave W, St Paul, MN 55104, USA",44.9582589,-93.128402
